Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071479~cellular response to ionizing radiation	4	3.007518796992481	0.0012539099303425412	RAD51AP1, BLM, SNAI2, RAD51	117	31	16792	18.51888613178936	0.773055898024451	0.1378320190938701	2.004255446482961
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	11	8.270676691729323	0.0013014904650949697	AZGP1, CD36, CYP1B1, FREM2, LSAMP, PCDH10, CNTN1, EDIL3, CD24, ITGB3, THBS3	117	459	16792	3.439509897026237	0.785482440340732	0.13059147320303655	2.0795611977792228
GOTERM_BP_DIRECT	GO:0006270~DNA replication initiation	4	3.007518796992481	0.001376698337757407	CCNE2, CDC45, POLE2, MCM10	117	32	16792	17.940170940170944	0.8037524851611116	0.1268939173571625	2.1984820560086993
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	44	33.08270676691729	0.0014325907266318977	SLC38A3, SLC20A1, LDLR, PCDH20, SLC7A8, TLR4, ITGB3, LGR5, AZGP1, SPRY2, SERINC5, BEST1, ANK3, FOLR1, RASGRP1, TGFA, AHNAK2, MR1, IFITM10, SH3TC2, NT5E, BMF, SLC1A1, ETV5, CDCA5, ERCC6L, FYB, TRPM3, SLCO4A1, LY96, PCDH10, RFTN2, PCDH7, AMIGO2, P2RX7, CD36, SFRP1, FREM2, LSAMP, CEMIP, CNTN1, SLC14A1, FAM84B, CDH10	125	4121	18224	1.556624120359136	0.22411453182587115	0.08110503336050934	1.7454859112306709
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	33	24.81203007518797	0.0015883899881117285	MEF2C, CLSPN, XRCC2, BLM, SOX2, IFI44L, ANKRD1, MCM10, CCNE2, CDC45, POLE2, RARB, ETV5, CDCA5, ETV4, ERCC6L, EXO1, HIST1H2BB, RAD51AP1, DTL, CRYAB, PPARGC1A, ESCO2, CDC25A, RAD51, CCND1, ID2, JUN, RRM2, NR5A2, HPGD, TP53INP1, DUSP6	125	2784	18224	1.7281379310344827	0.2452498778797244	0.06792513209084605	1.933616479640976
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	8	6.015037593984962	0.0022869281824939376	MEF2C, SPRY2, P2RX7, ID2, LDLR, ANK3, CNTN1, TLR4	117	262	16792	4.382331832713513	0.9332128636286529	0.18793319973445977	3.6270632177413997
GOTERM_BP_DIRECT	GO:0045668~negative regulation of osteoblast differentiation	4	3.007518796992481	0.0024491637974576974	ID2, SFRP1, AREG, IGFBP5	117	39	16792	14.720140258601798	0.9448921146843262	0.1870072061564222	3.879623196378379
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	20	15.037593984962406	0.003247646065216915	SLC38A3, LDLR, SLC20A1, SLCO4A1, SLC7A8, TLR4, MRGPRX4, ITGB3, PCDH7, LGR5, SEMA6A, P2RX7, SLC16A4, BEST1, CD36, FOLR1, TGFA, EVI2B, SLC14A1, SLC1A1	125	1415	18224	2.0606643109540634	0.4377275764252804	0.10877090327705197	3.9167749317346234
GOTERM_CC_DIRECT	GO:0031092~platelet alpha granule membrane	3	2.2556390977443606	0.0034106946720763613	CD36, PCDH7, ITGB3	125	13	18224	33.6443076923077	0.4537752784737942	0.09587483230727956	4.10965072759828
GOTERM_BP_DIRECT	GO:0032760~positive regulation of tumor necrosis factor production	4	3.007518796992481	0.004175051814929973	CD36, LY96, RASGRP1, TLR4	117	47	16792	12.21458446990362	0.9928828062250663	0.28084817647297744	6.5282385528349085
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	4	3.007518796992481	0.004696692227376218	MEF2C, SFRP1, ANKRD1, PPARGC1A	117	49	16792	11.716030001744288	0.9961687647090305	0.2937496492217935	7.315195647114647
GOTERM_BP_DIRECT	GO:0042542~response to hydrogen peroxide	4	3.007518796992481	0.00525604641280707	TXNIP, CRYAB, JUN, AREG	117	51	16792	11.25657784481314	0.9980286393251875	0.30678397537087065	8.152140927053031
GOTERM_MF_DIRECT	GO:0003682~chromatin binding	9	6.7669172932330826	0.005584306423334699	EXO1, MEF2C, CDC45, NUPR1, JUN, SNAI2, NR5A2, CDCA5, RAD51	117	391	16881	3.3210702341137126	0.7819843198831884	0.5330785075445642	7.106211931109064
GOTERM_BP_DIRECT	GO:0006281~DNA repair	7	5.263157894736842	0.0058260634328279	EXO1, CLSPN, RAD51AP1, XRCC2, BLM, POLE2, RAD51	117	235	16792	4.275104564466266	0.9989987895457364	0.31866214194907017	8.997743708707562
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	5	3.7593984962406015	0.005850345632125749	MEF2C, SFRP1, SOX2, SNAI2, IGFBP5	117	104	16792	6.9000657462195925	0.9990272813413072	0.3058185360020339	9.033602926239636
GOTERM_BP_DIRECT	GO:0070373~negative regulation of ERK1 and ERK2 cascade	4	3.007518796992481	0.0075208434903015695	SPRY2, TLR4, SPRY4, DUSP6	117	58	16792	9.898025346301209	0.999866743451201	0.3599197484680815	11.468968463143469
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	5	3.7593984962406015	0.007814478000246558	MEF2C, CD36, TLR4, ANKRD1, PPARGC1A	117	113	16792	6.350502987671129	0.9999060729524586	0.35697460152986915	11.890676948950196
GOTERM_BP_DIRECT	GO:0043406~positive regulation of MAP kinase activity	4	3.007518796992481	0.007884413895377786	MEF2C, RASGRP1, PDE5A, CD24	117	59	16792	9.730262204838477	0.9999135816393333	0.3464177128373743	11.990838429533824
GOTERM_MF_DIRECT	GO:0001948~glycoprotein binding	4	3.007518796992481	0.010137145320252665	AZGP1, LDLR, TGFA, CNTN1	117	65	16881	8.87889546351085	0.9374240520492697	0.6029890555994665	12.551340660397658
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	12	9.022556390977442	0.011081612520850955	TXNIP, MEF2C, ZNF536, CCND1, CD36, ID2, HIST1H1B, FST, SOX2, ANKRD1, RARB, SNAI2	117	720	16792	2.392022792022792	0.9999980960554242	0.4359867360169001	16.45745054235408
GOTERM_MF_DIRECT	GO:0005515~protein binding	74	55.639097744360896	0.011462461895272998	MEF2C, CLSPN, IER3, CYB5R2, XRCC2, LDLR, FST, SLC7A8, TLR4, ANKRD1, PMAIP1, MCM10, LGR5, SPRY4, NOV, CCNE2, SPRY2, AZGP1, CDC45, SCRG1, ANK3, TGFA, CDCA5, SH2D1B, SLC1A1, LRRC7, SCUBE3, LY96, DTL, CRYAB, MGP, PPARGC1A, MOXD1, RAD51, AMIGO2, CCND1, CD36, SERPINF1, JUN, RRM2, LSAMP, CEMIP, BLM, SOX2, ITGB3, POLE2, UBASH3B, AHNAK2, SCG5, MR1, CD24, BMF, ETV5, ETV4, ERCC6L, FYB, EXO1, TXNIP, HIST1H2BB, RAD51AP1, FAM111B, SNAI2, CDC25A, SEMA6A, P2RX7, ID2, SFRP1, LINC00518, AREG, NR5A2, FAM84B, MYLK, IGFBP5, TP53INP1	117	8785	16881	1.2153525093764137	0.9565348642585463	0.5434006803225653	14.080055598658713
GOTERM_BP_DIRECT	GO:0045671~negative regulation of osteoclast differentiation	3	2.2556390977443606	0.011824430101782335	SFRP1, UBASH3B, TLR4	117	24	16792	17.94017094017094	0.9999992167121076	0.44335276149894876	17.464302447822146
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	6	4.511278195488721	0.01235180387270976	DCT, CYB5R2, ADHFE1, RRM2, HPGD, SESN3	117	200	16881	4.328461538461538	0.9659733838060134	0.4914147595014118	15.092000123601569
GOTERM_BP_DIRECT	GO:0000724~double-strand break repair via homologous recombination	4	3.007518796992481	0.01459381841255564	RAD51AP1, XRCC2, BLM, RAD51	117	74	16792	7.757911757911759	0.9999999716035715	0.5009655254083752	21.118630550523644
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	6	4.511278195488721	0.014726911547768205	CCND1, BLM, DTL, PMAIP1, MCM10, RAD51	117	208	16792	4.1400394477317555	0.9999999757938516	0.4905822596567536	21.290371642839812
GOTERM_BP_DIRECT	GO:0051365~cellular response to potassium ion starvation	2	1.5037593984962405	0.020582537790992086	SLC38A3, JUN	117	3	16792	95.68091168091169	0.9999999999789142	0.5976609074141366	28.508463489531565
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	4	3.007518796992481	0.02105955013690112	CYP1B1, NUPR1, SLC7A8, RAD51	117	85	16792	6.753946706887883	0.9999999999881446	0.5928234978175579	29.068246377350192
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	10	7.518796992481203	0.021501131280106462	DCT, CYP1B1, CYB5R2, ADHFE1, FAXDC2, RRM2, HSD17B3, HPGD, MOXD1, SESN3	117	592	16792	2.4243474243474243	0.9999999999930448	0.5876633055517966	29.58278292769414
GOTERM_BP_DIRECT	GO:0002755~MyD88-dependent toll-like receptor signaling pathway	3	2.2556390977443606	0.021727915818581103	CD36, LY96, TLR4	117	33	16792	13.047397047397046	0.9999999999947117	0.5791661809868861	29.84567266990882
GOTERM_BP_DIRECT	GO:0050919~negative chemotaxis	3	2.2556390977443606	0.022983139304771426	SEMA6A, SEMA3C, ITGB3	117	34	16792	12.663650075414779	0.9999999999988406	0.5879259515278286	31.284162736245534
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	5	3.7593984962406015	0.023988126132739363	AMIGO2, PCDH20, PCDH10, PCDH7, CDH10	117	158	16792	4.541815427891377	0.9999999999996565	0.5921525038940705	32.415887371249354
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	4	3.007518796992481	0.025148135748061025	TXNIP, CCND1, CRYAB, AREG	117	91	16792	6.308631539400771	0.9999999999999157	0.5983925927040616	33.70044108781434
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	11	8.270676691729323	0.025846301902760382	SCUBE3, LDLR, RASGRP1, PCDH20, PCDH10, LRP1B, MGP, EDIL3, PCDH7, THBS3, CDH10	117	717	16881	2.2135321675070627	0.9991933678583503	0.6948973916100498	29.156309366242162
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	9	6.7669172932330826	0.02640259549714828	MEF2C, BLM, ID2, SFRP1, JUN, SOX2, NR5A2, PPARGC1A, TP53INP1	117	515	16792	2.5081404032860344	0.9999999999999816	0.6055304200369283	35.06379170171056
GOTERM_BP_DIRECT	GO:0071603~endothelial cell-cell adhesion	2	1.5037593984962405	0.027349612996193626	NOV, CYP1B1	117	4	16792	71.76068376068378	0.9999999999999942	0.6080030271896143	36.07554498600658
GOTERM_BP_DIRECT	GO:2001013~epithelial cell proliferation involved in renal tubule morphogenesis	2	1.5037593984962405	0.027349612996193626	MEF2C, LGR5	117	4	16792	71.76068376068378	0.9999999999999942	0.6080030271896143	36.07554498600658
GOTERM_BP_DIRECT	GO:0032497~detection of lipopolysaccharide	2	1.5037593984962405	0.027349612996193626	LY96, TLR4	117	4	16792	71.76068376068378	0.9999999999999942	0.6080030271896143	36.07554498600658
GOTERM_BP_DIRECT	GO:0072757~cellular response to camptothecin	2	1.5037593984962405	0.027349612996193626	BLM, RAD51	117	4	16792	71.76068376068378	0.9999999999999942	0.6080030271896143	36.07554498600658
GOTERM_BP_DIRECT	GO:0007568~aging	5	3.7593984962406015	0.027558476928082574	SERPINF1, CRYAB, JUN, PPARGC1A, IGFBP5	117	165	16792	4.349132349132349	0.9999999999999954	0.6004988063489549	36.29668704163051
GOTERM_BP_DIRECT	GO:0030336~negative regulation of cell migration	4	3.007518796992481	0.02809443246311214	CYP1B1, SFRP1, TP53INP1, IGFBP5	117	95	16792	6.0430049482681065	0.9999999999999977	0.5976173852017495	36.86087003381885
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	4	3.007518796992481	0.028858507740738806	SFRP1, ANKRD1, PMAIP1, PPARGC1A	117	96	16792	5.980056980056981	0.9999999999999991	0.5978212477398555	37.65708782893462
GOTERM_CC_DIRECT	GO:0016605~PML body	4	3.007518796992481	0.029301640702915105	BLM, PPARGC1A, RAD51, TP53INP1	125	98	18224	5.9506938775510205	0.9948248813009177	0.5285700303790788	30.600293209641183
GOTERM_BP_DIRECT	GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity	3	2.2556390977443606	0.02968879066690668	CCNE2, BLM, CDC25A	117	39	16792	11.040105193951348	0.9999999999999997	0.5988525039451552	38.51161548950325
GOTERM_BP_DIRECT	GO:0048839~inner ear development	3	2.2556390977443606	0.03256318044893171	FREM2, SOX2, LGR5	117	41	16792	10.501563477173233	1.0	0.6240343320682762	41.38584352152815
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	5	3.7593984962406015	0.033183296903458684	SPRY2, CD36, JUN, RASGRP1, TLR4	117	175	16792	4.100610500610501	1.0	0.6220081643482531	41.989167926009564
GOTERM_MF_DIRECT	GO:0042826~histone deacetylase binding	4	3.007518796992481	0.03322824095660536	MEF2C, CCND1, HIST1H1B, ANKRD1	117	102	16881	5.6581196581196584	0.9998981136765955	0.7310132785473276	35.906181773056886
GOTERM_MF_DIRECT	GO:0001875~lipopolysaccharide receptor activity	2	1.5037593984962405	0.033893155228437014	LY96, TLR4	117	5	16881	57.71282051282052	0.9999155026161809	0.690361177080121	36.48401693629185
GOTERM_BP_DIRECT	GO:0045578~negative regulation of B cell differentiation	2	1.5037593984962405	0.034070332849511144	ID2, SFRP1	117	5	16792	57.40854700854701	1.0	0.6230154966770003	42.8420646420759
GOTERM_BP_DIRECT	GO:1900227~positive regulation of NLRP3 inflammasome complex assembly	2	1.5037593984962405	0.034070332849511144	CD36, TLR4	117	5	16792	57.40854700854701	1.0	0.6230154966770003	42.8420646420759
GOTERM_BP_DIRECT	GO:0003417~growth plate cartilage development	2	1.5037593984962405	0.034070332849511144	RARB, THBS3	117	5	16792	57.40854700854701	1.0	0.6230154966770003	42.8420646420759
GOTERM_BP_DIRECT	GO:0071447~cellular response to hydroperoxide	2	1.5037593984962405	0.034070332849511144	CD36, TP53INP1	117	5	16792	57.40854700854701	1.0	0.6230154966770003	42.8420646420759
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	4	3.007518796992481	0.03798370695779633	P2RX7, TGFA, TLR4, DUSP6	117	107	16792	5.365284767153927	1.0	0.6550848200483039	46.46632853755719
GOTERM_BP_DIRECT	GO:0032755~positive regulation of interleukin-6 production	3	2.2556390977443606	0.03862232931641446	P2RX7, CD36, TLR4	117	45	16792	9.568091168091168	1.0	0.6528865321673417	47.036901837519075
GOTERM_CC_DIRECT	GO:0046696~lipopolysaccharide receptor complex	2	1.5037593984962405	0.04014250724823772	LY96, TLR4	125	6	18224	48.59733333333334	0.9992910813338847	0.596052847125541	39.542898157641126
GOTERM_BP_DIRECT	GO:0003151~outflow tract morphogenesis	3	2.2556390977443606	0.04019933828178144	MEF2C, JUN, SEMA3C	117	46	16792	9.360089186176143	1.0	0.659626728404947	48.42153098118423
GOTERM_MF_DIRECT	GO:0032050~clathrin heavy chain binding	2	1.5037593984962405	0.04053385172093392	LDLR, CEMIP	117	6	16881	48.0940170940171	0.9999870560565911	0.7136505920557425	41.996714126932
GOTERM_BP_DIRECT	GO:0060536~cartilage morphogenesis	2	1.5037593984962405	0.0407450121471258	MEF2C, SNAI2	117	6	16792	47.840455840455846	1.0	0.6566128447511828	48.89267771291124
GOTERM_BP_DIRECT	GO:0055012~ventricular cardiac muscle cell differentiation	2	1.5037593984962405	0.0407450121471258	MEF2C, RARB	117	6	16792	47.840455840455846	1.0	0.6566128447511828	48.89267771291124
GOTERM_BP_DIRECT	GO:0060762~regulation of branching involved in mammary gland duct morphogenesis	2	1.5037593984962405	0.0407450121471258	ETV5, ETV4	117	6	16792	47.840455840455846	1.0	0.6566128447511828	48.89267771291124
GOTERM_BP_DIRECT	GO:0070508~cholesterol import	2	1.5037593984962405	0.0407450121471258	CD36, LDLR	117	6	16792	47.840455840455846	1.0	0.6566128447511828	48.89267771291124
GOTERM_BP_DIRECT	GO:0048667~cell morphogenesis involved in neuron differentiation	2	1.5037593984962405	0.0407450121471258	MEF2C, ID2	117	6	16792	47.840455840455846	1.0	0.6566128447511828	48.89267771291124
GOTERM_MF_DIRECT	GO:0015171~amino acid transmembrane transporter activity	3	2.2556390977443606	0.04140439691655401	SLC38A3, SLC7A8, SLC1A1	117	47	16881	9.20949263502455	0.9999898879857275	0.6834197866842466	42.68565369185004
GOTERM_BP_DIRECT	GO:0045600~positive regulation of fat cell differentiation	3	2.2556390977443606	0.04180041767908177	ID2, SFRP1, SNAI2	117	47	16792	9.160938352427713	1.0	0.6583058412623156	49.792504986226504
GOTERM_CC_DIRECT	GO:0000790~nuclear chromatin	5	3.7593984962406015	0.04293295872315551	RAD51AP1, HIST1H1B, SNAI2, CDCA5, RAD51	125	193	18224	3.77699481865285	0.9995765542042268	0.5781094881658944	41.66666119181777
GOTERM_BP_DIRECT	GO:0035914~skeletal muscle cell differentiation	3	2.2556390977443606	0.045073186201488605	MEF2C, NUPR1, ANKRD1	117	49	16792	8.787022501308215	1.0	0.6788089588217273	52.48925491028902
GOTERM_CC_DIRECT	GO:0031298~replication fork protection complex	2	1.5037593984962405	0.04667573422378047	CDC45, MCM10	125	7	18224	41.65485714285714	0.9997883615214913	0.5708990628085804	44.40767253675936
GOTERM_BP_DIRECT	GO:0042148~strand invasion	2	1.5037593984962405	0.04737396357185545	XRCC2, RAD51	117	7	16792	41.00610500610501	1.0	0.6898599829840907	54.30309188214697
GOTERM_BP_DIRECT	GO:0051782~negative regulation of cell division	2	1.5037593984962405	0.04737396357185545	TXNIP, BLM	117	7	16792	41.00610500610501	1.0	0.6898599829840907	54.30309188214697
GOTERM_BP_DIRECT	GO:0001844~protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	2	1.5037593984962405	0.04737396357185545	PMAIP1, BMF	117	7	16792	41.00610500610501	1.0	0.6898599829840907	54.30309188214697
GOTERM_BP_DIRECT	GO:0060907~positive regulation of macrophage cytokine production	2	1.5037593984962405	0.04737396357185545	CD36, TLR4	117	7	16792	41.00610500610501	1.0	0.6898599829840907	54.30309188214697
GOTERM_BP_DIRECT	GO:0072711~cellular response to hydroxyurea	2	1.5037593984962405	0.04737396357185545	BLM, RAD51	117	7	16792	41.00610500610501	1.0	0.6898599829840907	54.30309188214697
GOTERM_MF_DIRECT	GO:0015293~symporter activity	3	2.2556390977443606	0.04798294170810268	SLC38A3, SLC16A4, SLC1A1	117	51	16881	8.487179487179487	0.9999984463020059	0.7035561679487365	47.65248150337583
GOTERM_CC_DIRECT	GO:0012507~ER to Golgi transport vesicle membrane	3	2.2556390977443606	0.04883468414640624	FOLR1, TGFA, AREG	125	52	18224	8.411076923076925	0.9998583185623658	0.553193626467587	45.934454364979956
GOTERM_BP_DIRECT	GO:0071333~cellular response to glucose stimulus	3	2.2556390977443606	0.050152969768988934	MEF2C, SERPINF1, PPARGC1A	117	52	16792	8.280078895463511	1.0	0.7036992572795896	56.40733026144444
GOTERM_CC_DIRECT	GO:0000228~nuclear chromosome	3	2.2556390977443606	0.050529297072375946	BLM, JUN, RAD51	125	53	18224	8.252377358490566	0.9998966673323233	0.5345713248004994	47.10577515320804
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	6	4.511278195488721	0.0518263490423461	NOV, COL21A1, SFRP1, SERPINF1, MGP, EDIL3	125	296	18224	2.955243243243243	0.9999188749103087	0.5154711623682002	47.986501438180696
GOTERM_MF_DIRECT	GO:0000150~recombinase activity	2	1.5037593984962405	0.05367978509375029	XRCC2, RAD51	117	8	16881	36.070512820512825	0.9999996963537402	0.7136718846678345	51.62903985911611
GOTERM_BP_DIRECT	GO:0050702~interleukin-1 beta secretion	2	1.5037593984962405	0.053957497693479725	CD36, TLR4	117	8	16792	35.88034188034189	1.0	0.7235008216514147	59.1410125054461
GOTERM_BP_DIRECT	GO:0060346~bone trabecula formation	2	1.5037593984962405	0.053957497693479725	SFRP1, THBS3	117	8	16792	35.88034188034189	1.0	0.7235008216514147	59.1410125054461
GOTERM_BP_DIRECT	GO:0034128~negative regulation of MyD88-independent toll-like receptor signaling pathway	2	1.5037593984962405	0.053957497693479725	LY96, TLR4	117	8	16792	35.88034188034189	1.0	0.7235008216514147	59.1410125054461
GOTERM_BP_DIRECT	GO:0033598~mammary gland epithelial cell proliferation	2	1.5037593984962405	0.053957497693479725	CCND1, ID2	117	8	16792	35.88034188034189	1.0	0.7235008216514147	59.1410125054461
GOTERM_BP_DIRECT	GO:0014909~smooth muscle cell migration	2	1.5037593984962405	0.053957497693479725	NOV, ITGB3	117	8	16792	35.88034188034189	1.0	0.7235008216514147	59.1410125054461
GOTERM_BP_DIRECT	GO:0034383~low-density lipoprotein particle clearance	2	1.5037593984962405	0.053957497693479725	CD36, LDLR	117	8	16792	35.88034188034189	1.0	0.7235008216514147	59.1410125054461
GOTERM_BP_DIRECT	GO:0033629~negative regulation of cell adhesion mediated by integrin	2	1.5037593984962405	0.053957497693479725	CYP1B1, SNAI2	117	8	16792	35.88034188034189	1.0	0.7235008216514147	59.1410125054461
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	4	3.007518796992481	0.05462213215334682	CCNE2, DTL, JUN, CDC25A	117	124	16792	4.62972153294734	1.0	0.7210716367793658	59.60175203892935
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	7	5.263157894736842	0.05675604812988816	SPRY2, AZGP1, CYP1B1, SFRP1, JUN, RARB, TP53INP1	117	396	16792	2.536993870327204	1.0	0.7283135549777817	61.04830480105608
GOTERM_BP_DIRECT	GO:0045665~negative regulation of neuron differentiation	3	2.2556390977443606	0.05722846396623388	ZNF536, ID2, SOX2	117	56	16792	7.688644688644689	1.0	0.7247128822968689	61.361911015459
GOTERM_BP_DIRECT	GO:0050680~negative regulation of epithelial cell proliferation	3	2.2556390977443606	0.05722846396623388	MEF2C, SFRP1, SOX2	117	56	16792	7.688644688644689	1.0	0.7247128822968689	61.361911015459
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	45	33.83458646616541	0.058243183782472084	MEF2C, CLSPN, XRCC2, BLM, SOX2, SLC7A8, TLR4, IFI44L, ANKRD1, MCM10, SPRY4, SESN3, NOV, PRUNE2, CDC45, UBASH3B, AHNAK2, RARB, DDIAS, NT5E, CDCA5, LRRC7, ERCC6L, EXO1, TXNIP, HIST1H2BB, DTL, CRYAB, ARHGEF37, RFTN2, SNAI2, CDC25A, RAD51, P2RX7, CCND1, ID2, NUPR1, RRM2, CEMIP, NR5A2, FAM84B, HPGD, MYLK, DUSP6, TP53INP1	125	5222	18224	1.2563462274990425	0.9999756127583829	0.5317135192199309	52.14884474598642
GOTERM_MF_DIRECT	GO:0044212~transcription regulatory region DNA binding	5	3.7593984962406015	0.05934302258537417	MEF2C, JUN, SOX2, NR5A2, ETV5	117	213	16881	3.3869026122547248	0.9999999406653337	0.7219642418038754	55.30382318116861
GOTERM_BP_DIRECT	GO:0071223~cellular response to lipoteichoic acid	2	1.5037593984962405	0.060495922993537544	CD36, TLR4	117	9	16792	31.893637226970565	1.0	0.738442148778459	63.46698806335558
GOTERM_BP_DIRECT	GO:0044342~type B pancreatic cell proliferation	2	1.5037593984962405	0.060495922993537544	NOV, IGFBP5	117	9	16792	31.893637226970565	1.0	0.738442148778459	63.46698806335558
GOTERM_BP_DIRECT	GO:0030299~intestinal cholesterol absorption	2	1.5037593984962405	0.060495922993537544	CD36, LDLR	117	9	16792	31.893637226970565	1.0	0.738442148778459	63.46698806335558
GOTERM_BP_DIRECT	GO:0051592~response to calcium ion	3	2.2556390977443606	0.06088915193544282	TXNIP, P2RX7, CCND1	117	58	16792	7.423519009725906	1.0	0.734459475149128	63.712945755712134
GOTERM_BP_DIRECT	GO:0051259~protein oligomerization	3	2.2556390977443606	0.06088915193544282	P2RX7, BLM, RASGRP1	117	58	16792	7.423519009725906	1.0	0.734459475149128	63.712945755712134
