seq6	UNIPROTKB|O13046	38.96	308	186	2	1	921	1	307	2e-73	268
seq6	UNIPROTKB|E2RGF6	48.46	423	210	3	1273	2541	318	732	3e-133	434
seq6	UNIPROTKB|E2RGF6	37.16	183	114	1	367	915	1	182	1e-38	160
seq6	UNIPROTKB|E1BUU5	49.64	419	205	3	1273	2529	435	847	2e-130	429
seq6	UNIPROTKB|E1BUU5	38.59	311	189	2	1	930	1	310	1e-73	268
seq6	UNIPROTKB|E1B7F5	48.57	420	208	3	1273	2532	440	851	7e-130	427
seq6	UNIPROTKB|E1B7F5	39.22	306	184	2	1	915	1	305	3e-74	270
seq6	UNIPROTKB|I3L908	48.33	420	211	3	1273	2532	378	791	1e-129	425
seq6	UNIPROTKB|I3L908	37.50	240	148	2	199	915	4	242	6e-51	199
seq6	ZFIN|ZDB-GENE-030131-1665	48.96	384	191	2	1273	2424	436	814	3e-126	417
seq6	ZFIN|ZDB-GENE-030131-1665	41.39	302	175	2	1	903	1	301	3e-76	276
seq6	UNIPROTKB|O75717	48.81	420	208	3	1273	2532	441	853	3e-126	417
seq6	UNIPROTKB|O75717	37.91	306	188	2	1	915	1	305	1e-72	266
seq6	MGI|MGI:2443514	47.62	420	212	3	1273	2532	434	845	3e-120	401
seq6	MGI|MGI:2443514	38.24	306	187	2	1	915	1	305	1e-73	268
seq6	UNIPROTKB|D3ZN63	47.62	420	211	3	1273	2532	433	843	8e-117	392
seq6	UNIPROTKB|D3ZN63	38.80	299	181	2	22	915	8	305	2e-74	270
seq6	RGD|1310200	47.62	420	211	3	1273	2532	433	843	8e-117	392
seq6	RGD|1310200	38.80	299	181	2	22	915	8	305	2e-74	270
seq7	MGI|MGI:1923073	25.28	352	207	10	633	1682	143	440	3e-18	92.8
seq8	UNIPROTKB|F6VHP9	93.37	166	11	0	1	498	1	166	2e-108	323
seq8	UNIPROTKB|D3ZRE3	71.74	230	38	3	4	693	3	205	2e-107	321
seq8	UNIPROTKB|F6TN15	71.30	230	39	3	4	693	3	205	2e-106	318
seq8	UNIPROTKB|F1NL64	71.30	230	39	3	4	693	3	205	2e-106	318
seq8	UNIPROTKB|H2R587	71.30	230	39	3	4	693	3	205	3e-106	318
seq8	UNIPROTKB|F1PUU0	71.30	230	39	3	4	693	3	205	3e-106	318
seq8	UNIPROTKB|G1KRF6	71.30	230	39	3	4	693	3	205	3e-106	318
seq8	UNIPROTKB|F6R812	70.87	230	40	3	4	693	3	205	6e-106	317
seq8	ZFIN|ZDB-GENE-020419-19	70.56	231	39	4	4	693	3	205	1e-105	317
seq8	UNIPROTKB|H2RKM1	71.30	230	39	4	4	693	3	205	2e-105	316
seq9	ZFIN|ZDB-GENE-030131-731	37.74	265	110	7	1765	2394	629	893	1e-29	130
seq9	ZFIN|ZDB-GENE-030131-731	30.74	296	174	10	58	894	1	282	9e-21	102
seq9	UNIPROTKB|E2RSY8	38.21	212	103	4	1774	2382	592	784	2e-25	117
seq9	UNIPROTKB|E2RSY8	25.43	350	208	11	58	1086	1	304	1e-10	69.3
seq9	UNIPROTKB|F1N331	38.14	215	105	5	1774	2391	592	787	8e-25	115
seq9	UNIPROTKB|F1N331	26.91	327	201	9	58	1017	1	296	1e-12	75.9
seq9	MGI|MGI:104667	30.87	366	208	11	1369	2391	440	785	1e-24	114
seq9	UNIPROTKB|P97779	35.56	225	108	5	1774	2394	291	496	2e-24	112
seq9	UNIPROTKB|K7GMY0	38.21	212	102	5	1774	2382	420	611	3e-24	112
seq9	UNIPROTKB|A0A0G2JXY1	30.87	366	191	12	1426	2394	364	710	4e-24	112
seq9	UNIPROTKB|A0A0G2JXY1	28.21	234	139	6	58	735	1	213	3e-12	74.7
seq9	UNIPROTKB|K7GSC4	26.49	336	201	10	58	1044	1	297	5e-13	77.0
seq9	UNIPROTKB|K7GLY8	27.47	233	142	7	58	735	1	213	8e-12	72.4
seq9	UNIPROTKB|O75330	27.70	296	175	10	58	924	1	264	1e-11	72.8
seq10	UNIPROTKB|F7B875	100.00	730	0	0	199	2388	15	744	0.0	1289
seq10	UNIPROTKB|Q5F423	66.76	734	231	6	199	2388	15	739	0.0	859
seq10	UNIPROTKB|H9GE53	66.08	737	237	7	199	2388	16	746	0.0	839
seq10	UNIPROTKB|F7CYC1	65.09	739	243	6	199	2388	25	757	0.0	838
seq10	UNIPROTKB|E2QUS2	65.22	736	247	5	199	2388	15	747	0.0	837
seq10	MGI|MGI:107688	64.54	736	252	5	199	2388	15	747	0.0	837
seq10	UNIPROTKB|F1S519	65.09	739	243	6	199	2388	25	757	0.0	836
seq10	UNIPROTKB|F1N020	66.26	732	242	4	199	2388	15	743	0.0	836
seq10	UNIPROTKB|H2QK62	64.95	739	244	6	199	2388	15	747	0.0	836
seq10	UNIPROTKB|O15066	64.95	739	244	6	199	2388	15	747	0.0	836
seq11	UNIPROTKB|D6REC4	41.80	311	176	2	974	1894	28	337	2e-54	201
seq12	UNIPROTKB|F6WXC5	100.00	1292	0	0	65	3940	1	1292	0.0	2493
seq12	UNIPROTKB|F7FDS0	40.21	868	458	19	74	2566	13	856	3e-171	555
seq12	UNIPROTKB|H2R1S9	40.72	857	448	18	101	2566	25	856	5e-171	555
seq12	UNIPROTKB|Q9NS87	40.37	857	451	17	101	2566	25	856	6e-171	555
seq12	UNIPROTKB|A0A0G2K0M1	39.61	871	457	18	74	2566	13	854	2e-165	540
seq12	UNIPROTKB|Q7TSP2	39.61	871	457	18	74	2566	13	854	2e-165	540
seq12	RGD|727790	39.61	871	457	18	74	2566	13	854	2e-165	540
seq12	MGI|MGI:1098258	39.43	870	462	18	74	2566	13	856	1e-164	537
seq12	UNIPROTKB|E1BXH4	36.06	1026	579	22	89	3010	20	1020	8e-164	536
seq12	UNIPROTKB|Q498L9	39.58	859	459	17	101	2566	25	860	4e-163	533
seq13	UNIPROTKB|Q96SL4	51.59	157	74	1	137	607	25	179	9e-51	177
seq13	UNIPROTKB|A6QLY2	50.31	161	78	1	125	607	20	178	1e-50	176
seq13	MGI|MGI:1914555	47.93	169	86	1	101	607	12	178	2e-50	176
seq13	UNIPROTKB|D3ZQI1	47.34	169	87	1	101	607	12	178	8e-49	172
seq13	RGD|1306999	47.34	169	87	1	101	607	12	178	8e-49	172
seq13	UNIPROTKB|E1C697	49.39	164	81	1	116	607	41	202	2e-48	172
seq13	ZFIN|ZDB-GENE-050522-419	50.31	163	79	1	119	607	25	185	5e-47	167
seq13	UNIPROTKB|F1PFM4	50.00	136	66	1	200	607	91	224	2e-42	156
seq13	UNIPROTKB|J9NXG7	45.96	161	85	1	125	607	43	201	3e-41	152
seq13	UNIPROTKB|F1SLM7	45.96	161	85	1	125	607	43	201	5e-41	151
seq14	ZFIN|ZDB-GENE-040426-2216	48.02	429	200	8	213	1490	10	418	4e-129	396
seq14	UNIPROTKB|R4GJK0	47.32	429	203	8	213	1490	9	417	2e-125	387
seq14	UNIPROTKB|I3LT85	46.85	429	208	8	213	1490	10	421	1e-124	385
seq14	UNIPROTKB|Q5T081	46.85	429	208	8	213	1490	10	421	2e-124	384
seq14	UNIPROTKB|P18754	46.85	429	208	8	213	1490	10	421	2e-124	384
seq14	RGD|1592835	45.92	429	212	7	213	1490	10	421	2e-123	382
seq14	MGI|MGI:1913989	45.92	429	212	7	213	1490	10	421	4e-123	381
seq14	UNIPROTKB|J9NTA0	48.73	394	192	6	318	1490	95	481	5e-123	383
seq14	UNIPROTKB|P23800	48.98	394	191	6	318	1490	35	421	6e-123	380
seq14	UNIPROTKB|A7Z018	45.92	429	212	7	213	1490	10	421	6e-122	378
seq15	UNIPROTKB|F1RM62	30.63	160	102	4	175	651	10	161	8e-15	73.9
seq15	UNIPROTKB|P97541	36.79	106	63	2	337	651	59	161	1e-14	73.6
seq15	RGD|621554	36.79	106	63	2	337	651	59	161	1e-14	73.6
seq15	MGI|MGI:2685325	36.79	106	63	2	337	651	59	161	3e-14	72.4
seq15	UNIPROTKB|Q148F8	39.33	89	50	2	337	600	59	144	4e-14	72.0
seq15	UNIPROTKB|F1PWM7	42.11	76	41	1	373	600	72	144	7e-14	71.2
seq15	UNIPROTKB|O14558	39.08	87	49	2	340	600	62	144	1e-13	70.5
seq15	UNIPROTKB|P05811	41.03	78	43	1	376	609	74	148	2e-13	70.5
seq15	MGI|MGI:88516	39.74	78	44	1	376	609	74	148	2e-13	70.5
seq15	UNIPROTKB|P23928	39.74	78	44	1	376	609	74	148	2e-13	70.1
seq16	UNIPROTKB|P04792	45.66	173	79	5	166	654	2	169	3e-38	139
seq16	UNIPROTKB|Q3T149	47.44	156	72	4	202	654	15	165	6e-38	139
seq16	UNIPROTKB|E1BEL7	47.44	156	72	4	202	654	15	165	7e-38	138
seq16	UNIPROTKB|Q5S1U1	44.51	173	83	4	166	654	2	171	1e-37	138
seq16	MGI|MGI:96240	44.63	177	79	5	166	654	2	173	2e-37	137
seq16	UNIPROTKB|G3V913	44.63	177	79	5	166	654	2	173	4e-37	136
seq16	UNIPROTKB|P42930	44.57	175	82	4	166	654	2	173	5e-37	136
seq16	RGD|61306	44.57	175	82	4	166	654	2	173	5e-37	136
seq16	UNIPROTKB|F1PYE3	45.35	172	82	4	166	654	2	170	9e-37	135
seq16	UNIPROTKB|P15991	43.09	181	80	5	166	654	2	177	4e-35	131
seq17	UNIPROTKB|F6U9J6	95.91	538	22	0	1	1614	1	538	0.0	1091
seq17	UNIPROTKB|P00187	31.91	492	291	10	64	1491	18	481	3e-74	251
seq17	UNIPROTKB|Q4H4C3	31.62	468	282	11	118	1491	42	481	4e-74	251
seq17	UNIPROTKB|O77809	31.62	468	282	11	118	1491	42	481	6e-74	250
seq17	UNIPROTKB|F7DQC8	32.26	468	280	9	118	1491	47	487	1e-72	247
seq17	UNIPROTKB|O77810	31.47	483	295	12	76	1491	24	481	3e-72	246
seq17	UNIPROTKB|F1SIE9	31.49	470	283	10	118	1494	44	485	6e-72	245
seq17	UNIPROTKB|P05177	31.50	492	293	14	64	1491	18	481	9e-72	244
seq17	UNIPROTKB|F1SJ26	30.44	473	281	11	118	1491	42	481	1e-71	244
seq17	UNIPROTKB|F7BKP6	30.39	510	316	10	1	1491	1	484	1e-71	244
seq18	UNIPROTKB|F1MGZ9	39.70	199	118	1	1	591	3	201	9e-42	146
seq18	UNIPROTKB|F1RWW2	39.70	199	118	1	1	591	3	201	9e-41	143
seq18	UNIPROTKB|O60760	38.19	199	121	1	1	591	1	199	7e-40	141
seq18	UNIPROTKB|O73888	39.70	199	118	1	1	591	1	199	5e-39	139
seq18	MGI|MGI:1859384	38.69	199	120	1	1	591	1	199	2e-37	135
seq18	UNIPROTKB|R9PXN7	39.70	199	117	2	1	591	1	198	7e-37	133
seq18	UNIPROTKB|O35543	37.19	199	123	1	1	591	1	199	9e-37	133
seq18	RGD|69251	37.19	199	123	1	1	591	1	199	9e-37	133
seq18	UNIPROTKB|E2RG58	38.89	180	108	1	1	534	1	180	6e-34	125
seq18	UNIPROTKB|P46436	39.22	204	115	3	1	585	1	204	1e-33	125
seq19	UNIPROTKB|F6PLR0	96.35	219	8	0	90	746	1	219	2e-142	410
seq21	UNIPROTKB|F1MGZ9	39.70	199	118	1	1	591	3	201	1e-41	145
seq21	UNIPROTKB|F1RWW2	39.70	199	118	1	1	591	3	201	1e-40	143
seq21	UNIPROTKB|O60760	38.19	199	121	1	1	591	1	199	1e-39	140
seq21	UNIPROTKB|O73888	39.20	199	119	1	1	591	1	199	2e-38	137
seq21	MGI|MGI:1859384	39.20	199	119	1	1	591	1	199	8e-38	135
seq21	UNIPROTKB|O35543	37.69	199	122	1	1	591	1	199	4e-37	134
seq21	RGD|69251	37.69	199	122	1	1	591	1	199	4e-37	134
seq21	UNIPROTKB|R9PXN7	39.20	199	118	2	1	591	1	198	3e-36	131
seq21	UNIPROTKB|E2RG58	38.89	180	108	1	1	534	1	180	7e-34	125
seq21	UNIPROTKB|P46436	39.22	204	115	3	1	585	1	204	3e-33	124
seq22	UNIPROTKB|F1SQ35	32.13	389	233	12	1620	2717	190	570	1e-39	160
seq22	UNIPROTKB|Q460N3	31.48	413	246	12	1566	2720	273	676	4e-39	159
seq22	UNIPROTKB|E1BQC5	38.07	197	114	4	2154	2720	1473	1669	2e-31	137
seq22	UNIPROTKB|E1BQC5	27.71	166	114	4	1617	2111	1083	1243	9e-08	60.8
seq22	ZFIN|ZDB-GENE-050904-5	38.65	207	120	4	2118	2720	313	518	6e-31	132
seq22	ZFIN|ZDB-GENE-070424-157	38.76	209	116	5	2118	2720	1605	1809	6e-30	133
seq22	ZFIN|ZDB-GENE-070424-157	25.00	168	123	3	1623	2123	1203	1368	3e-10	68.9
seq22	UNIPROTKB|F1ML90	38.38	198	112	5	2154	2723	1601	1796	2e-28	127
seq22	UNIPROTKB|F1ML90	29.05	179	115	5	1500	2033	1180	1347	6e-11	71.2
seq22	UNIPROTKB|F1ML90	27.46	142	84	4	1692	2072	1024	1161	2e-07	59.3
seq22	UNIPROTKB|F1LZ05	37.88	198	113	5	2154	2723	1591	1786	3e-27	124
seq22	RGD|1310490	37.88	198	113	5	2154	2723	1591	1786	3e-27	124
seq22	UNIPROTKB|Q460N5	36.50	200	117	5	2148	2723	1603	1800	1e-26	122
seq22	UNIPROTKB|Q460N5	28.42	183	111	6	1500	2033	1184	1351	4e-10	68.6
seq22	UNIPROTKB|F1PEU2	37.76	196	114	3	2157	2723	491	685	1e-26	120
seq22	UNIPROTKB|F1PEU2	32.26	124	80	3	1620	1991	254	373	2e-09	65.9
seq23	ZFIN|ZDB-GENE-030131-9849	51.61	155	38	4	1977	2333	209	362	4e-37	149
seq23	UNIPROTKB|P0CG40	42.62	237	76	9	1794	2333	181	414	7e-37	150
seq23	MGI|MGI:3574660	42.62	237	76	9	1794	2333	181	414	7e-37	150
seq23	UNIPROTKB|D3ZZ24	42.62	237	76	9	1794	2333	181	414	8e-37	150
seq23	RGD|1559457	42.62	237	76	9	1794	2333	181	414	8e-37	150
seq23	UNIPROTKB|E1BC72	42.37	236	79	7	1794	2333	180	414	8e-37	150
seq23	UNIPROTKB|Q64HY4	60.87	115	14	2	2082	2333	1	115	2e-36	140
seq23	ZFIN|ZDB-GENE-030131-3654	60.68	117	15	2	2076	2333	281	397	3e-36	148
seq23	UNIPROTKB|A0A087X0Q6	50.62	160	38	4	1974	2333	256	414	8e-36	147
seq23	MGI|MGI:2443471	54.09	159	32	5	1977	2333	281	438	1e-35	147
seq24	ZFIN|ZDB-GENE-110913-88	52.11	142	67	1	259	681	101	242	4e-40	150
seq24	ZFIN|ZDB-GENE-110913-88	46.38	138	73	1	259	669	129	266	6e-32	128
seq24	ZFIN|ZDB-GENE-110913-88	41.57	166	72	2	259	681	157	322	2e-30	123
seq24	ZFIN|ZDB-GENE-110913-88	50.83	120	59	0	310	669	63	182	5e-28	116
seq24	ZFIN|ZDB-GENE-110913-88	38.93	131	79	1	280	669	272	402	5e-20	93.2
seq24	ZFIN|ZDB-GENE-110913-88	35.92	142	88	1	259	684	241	379	9e-19	89.7
seq24	ZFIN|ZDB-GENE-110913-88	38.46	91	55	1	244	513	316	406	2e-08	59.3
seq24	UNIPROTKB|F6UAX0	46.45	155	78	2	259	720	131	281	2e-39	146
seq24	UNIPROTKB|F6UAX0	47.18	142	74	1	259	681	75	216	3e-37	140
seq24	UNIPROTKB|F6UAX0	46.72	137	72	1	274	681	52	188	5e-36	137
seq24	UNIPROTKB|F6UAX0	43.66	142	79	1	259	681	19	160	1e-31	125
seq24	UNIPROTKB|F6UAX0	43.26	141	79	1	259	678	159	299	1e-31	125
seq24	UNIPROTKB|F6UAX0	39.84	128	77	0	298	681	5	132	2e-23	102
seq24	ZFIN|ZDB-GENE-050306-35	49.66	145	72	1	265	696	132	276	1e-38	144
seq24	ZFIN|ZDB-GENE-050306-35	46.72	137	72	1	274	681	107	243	2e-30	121
seq24	ZFIN|ZDB-GENE-050306-35	42.25	142	81	1	259	681	46	187	2e-25	107
seq24	ZFIN|ZDB-GENE-050306-35	42.25	142	81	1	259	681	74	215	1e-24	105
seq24	ZFIN|ZDB-GENE-050306-35	44.74	114	63	0	328	669	14	127	7e-24	103
seq24	ZFIN|ZDB-GENE-050306-35	44.05	84	47	0	439	690	23	106	4e-15	77.8
seq24	ZFIN|ZDB-GENE-071004-55	50.00	144	71	1	268	696	133	276	5e-38	142
seq24	ZFIN|ZDB-GENE-071004-55	42.96	142	80	1	259	681	46	187	2e-25	107
seq24	ZFIN|ZDB-GENE-071004-55	40.85	142	83	1	259	681	74	215	2e-23	101
seq24	ZFIN|ZDB-GENE-071004-55	43.86	114	64	0	328	669	14	127	8e-23	100
seq24	ZFIN|ZDB-GENE-071004-55	41.67	84	49	0	439	690	23	106	2e-13	72.8
seq24	ZFIN|ZDB-GENE-080218-13	47.89	142	73	1	274	696	84	225	1e-37	140
seq24	ZFIN|ZDB-GENE-080218-13	44.37	142	78	1	259	681	107	248	9e-33	127
seq24	ZFIN|ZDB-GENE-080218-13	51.40	107	52	0	349	669	82	188	4e-30	120
seq24	ZFIN|ZDB-GENE-080218-13	46.67	120	63	1	274	630	140	259	3e-27	112
seq24	ZFIN|ZDB-GENE-080218-13	43.33	60	34	0	517	696	82	141	1e-08	58.9
seq24	UNIPROTKB|H9GV99	39.36	188	108	2	136	681	31	218	2e-37	140
seq24	UNIPROTKB|H9GV99	44.37	142	78	1	259	681	21	162	2e-35	134
seq24	UNIPROTKB|H9GV99	45.71	140	71	2	259	675	105	240	4e-33	128
seq24	UNIPROTKB|H9GV99	44.03	134	74	1	283	681	1	134	1e-30	121
seq24	UNIPROTKB|H9GV99	45.95	111	59	1	259	588	133	243	5e-25	105
seq24	ZFIN|ZDB-GENE-131126-23	50.71	140	68	1	265	681	166	305	3e-37	141
seq24	ZFIN|ZDB-GENE-131126-23	43.07	137	77	1	262	669	53	189	3e-30	122
seq24	ZFIN|ZDB-GENE-131126-23	45.07	142	77	1	259	681	136	277	9e-30	120
seq24	ZFIN|ZDB-GENE-131126-23	45.65	138	74	1	259	669	192	329	2e-29	120
seq24	ZFIN|ZDB-GENE-131126-23	46.36	110	59	0	355	684	57	166	1e-24	106
seq24	ZFIN|ZDB-GENE-131126-23	48.81	84	43	0	439	690	57	140	6e-18	86.7
seq24	UNIPROTKB|P17026	48.12	133	68	1	274	669	57	189	7e-37	137
seq24	UNIPROTKB|P17026	45.95	111	60	0	337	669	51	161	1e-26	110
seq24	UNIPROTKB|P17026	32.12	137	81	3	133	516	61	194	2e-14	74.7
seq24	UNIPROTKB|P17026	38.71	62	38	0	484	669	44	105	4e-07	53.9
seq24	ZFIN|ZDB-GENE-080213-11	50.00	138	68	1	259	669	102	239	7e-37	142
seq24	ZFIN|ZDB-GENE-080213-11	47.59	145	75	1	259	690	158	302	5e-35	137
seq24	ZFIN|ZDB-GENE-080213-11	46.21	145	77	1	259	690	130	274	8e-34	133
seq24	ZFIN|ZDB-GENE-080213-11	43.66	142	79	1	259	681	186	327	4e-31	125
seq24	ZFIN|ZDB-GENE-080213-11	37.30	185	87	2	202	669	195	379	2e-30	124
seq24	ZFIN|ZDB-GENE-080213-11	43.48	138	77	1	259	669	270	407	5e-28	116
seq24	ZFIN|ZDB-GENE-080213-11	39.86	138	82	1	259	669	298	435	7e-26	110
seq24	ZFIN|ZDB-GENE-080213-11	44.64	112	62	0	355	690	79	190	3e-22	100
seq24	ZFIN|ZDB-GENE-080213-11	37.39	115	71	1	259	600	326	440	7e-16	81.6
seq24	ZFIN|ZDB-GENE-110913-78	40.43	188	106	2	136	681	108	295	8e-37	142
seq24	ZFIN|ZDB-GENE-110913-78	44.37	142	78	1	259	681	182	323	8e-32	127
seq24	ZFIN|ZDB-GENE-110913-78	42.03	138	79	1	259	669	238	375	3e-26	111
seq24	ZFIN|ZDB-GENE-110913-78	42.52	127	70	1	289	669	84	207	5e-26	110
seq24	ZFIN|ZDB-GENE-110913-78	40.15	132	78	1	271	663	270	401	4e-23	102
seq24	ZFIN|ZDB-GENE-110913-78	31.91	141	66	2	268	600	297	437	5e-13	73.2
seq24	ZFIN|ZDB-GENE-110913-78	38.16	76	43	1	454	681	84	155	5e-10	64.3
seq24	ZFIN|ZDB-GENE-110913-78	36.78	87	53	2	259	513	350	436	3e-07	55.5
seq25	UNIPROTKB|D3ZMA3	63.22	87	30	1	106	360	46	132	5e-27	114
seq25	RGD|1308265	63.22	87	30	1	106	360	46	132	5e-27	114
seq25	ZFIN|ZDB-GENE-050417-97	63.22	87	30	1	106	360	46	132	5e-27	114
seq25	UNIPROTKB|F1NEA7	60.67	89	32	2	103	360	49	137	5e-26	111
seq25	ZFIN|ZDB-GENE-020117-1	60.67	89	32	2	103	360	49	137	1e-25	110
seq25	MGI|MGI:2153518	60.67	89	32	2	103	360	49	137	2e-25	109
seq25	UNIPROTKB|F1MR77	60.67	89	32	2	103	360	49	137	2e-25	109
seq25	UNIPROTKB|F1PL78	61.90	84	30	1	115	360	55	138	2e-25	109
seq25	UNIPROTKB|Q8NFW5	60.67	89	32	2	103	360	49	137	2e-25	109
seq25	UNIPROTKB|J9NS81	64.20	81	27	1	124	360	93	173	2e-25	109
seq26	MGI|MGI:2442252	26.76	639	417	18	538	2370	426	1041	5e-71	267
seq26	MGI|MGI:2442252	23.66	558	378	13	667	2265	1084	1618	4e-47	189
seq26	UNIPROTKB|A0A0G2K2T4	27.03	629	408	18	538	2340	426	1031	8e-71	266
seq26	UNIPROTKB|A0A0G2K2T4	23.68	587	393	16	667	2346	1084	1642	1e-47	191
seq26	UNIPROTKB|F6W5S4	26.87	629	409	18	538	2340	434	1039	1e-70	265
seq26	UNIPROTKB|F6W5S4	23.48	558	379	13	667	2265	1092	1626	3e-46	187
seq26	UNIPROTKB|Q9QYP1	27.03	629	408	18	538	2340	426	1031	1e-70	265
seq26	UNIPROTKB|Q9QYP1	23.68	587	393	16	667	2346	1084	1642	2e-47	191
seq26	RGD|619731	27.03	629	408	18	538	2340	426	1031	1e-70	265
seq26	RGD|619731	23.68	587	393	16	667	2346	1084	1642	2e-47	191
seq26	UNIPROTKB|J9P7Q4	27.59	627	407	19	538	2340	474	1079	2e-70	265
seq26	UNIPROTKB|J9P7Q4	23.66	558	378	13	667	2265	1132	1666	2e-46	187
seq26	UNIPROTKB|H2Q3I3	27.11	627	410	17	538	2340	426	1031	2e-70	265
seq26	UNIPROTKB|H2Q3I3	23.12	558	381	13	667	2265	1084	1618	1e-45	185
seq26	UNIPROTKB|H9FUD8	27.11	627	410	17	538	2340	426	1031	2e-70	265
seq26	UNIPROTKB|H9FUD8	23.66	558	378	13	667	2265	1084	1618	9e-47	189
seq26	UNIPROTKB|F6SZP3	27.11	627	410	17	538	2340	426	1031	2e-70	265
seq26	UNIPROTKB|F6SZP3	23.66	558	378	13	667	2265	1084	1618	1e-46	189
seq26	UNIPROTKB|O75096	27.11	627	410	17	538	2340	426	1031	2e-70	265
seq26	UNIPROTKB|O75096	23.12	558	381	13	667	2265	1084	1618	2e-45	184
seq27	WB|WBGene00001863	24.62	264	145	10	139	927	2216	2426	1e-07	57.8
seq27	UNIPROTKB|C3YC67	37.21	86	49	3	733	981	388	471	4e-07	55.8
seq28	UNIPROTKB|C1K2Y2	72.87	129	32	1	37	414	1	129	1e-63	217
seq28	UNIPROTKB|D2HLR1	82.88	111	19	0	37	369	1	111	2e-63	216
seq28	UNIPROTKB|E2R277	82.88	111	19	0	37	369	1	111	2e-63	216
seq28	UNIPROTKB|H2Q9J4	82.88	111	19	0	37	369	1	111	3e-63	216
seq28	UNIPROTKB|F7D628	82.88	111	19	0	37	369	1	111	3e-63	216
seq28	UNIPROTKB|F6WWP4	82.88	111	19	0	37	369	1	111	3e-63	216
seq28	UNIPROTKB|Q99853	82.88	111	19	0	37	369	1	111	3e-63	216
seq28	MGI|MGI:1927549	82.88	111	19	0	37	369	1	111	3e-63	216
seq28	UNIPROTKB|E1B7H0	82.88	111	19	0	37	369	1	111	3e-63	216
seq28	UNIPROTKB|R4GII8	82.88	111	19	0	37	369	1	111	4e-63	216
seq29	ZFIN|ZDB-GENE-051030-97	73.62	235	61	1	1	705	1	234	7e-129	374
seq29	UNIPROTKB|I3LIA4	67.52	234	76	0	4	705	3	236	1e-121	355
seq29	UNIPROTKB|G3V960	67.97	231	74	0	4	696	3	233	9e-119	348
seq29	MGI|MGI:1098221	68.83	231	72	0	4	696	3	233	9e-118	345
seq29	UNIPROTKB|P10868	67.53	231	75	0	4	696	3	233	1e-117	345
seq29	RGD|2659	67.53	231	75	0	4	696	3	233	1e-117	345
seq29	UNIPROTKB|Q2TBQ3	67.10	231	76	0	4	696	3	233	4e-117	343
seq29	UNIPROTKB|Q14353	67.97	231	74	0	4	696	3	233	5e-114	336
seq29	UNIPROTKB|F1PYL0	69.36	173	53	0	178	696	1	173	5e-89	270
seq29	UNIPROTKB|R4GIK2	43.04	230	111	4	22	702	10	222	1e-55	186
seq30	ZFIN|ZDB-GENE-051030-97	74.04	235	60	1	1	705	1	234	3e-129	374
