Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007568~aging	4	7.547169811320755	0.013026662721272023	FOS, HMGCR, DMD, JUN	51	165	16792	7.981937017231134	0.9984005838513548	0.724074209573738	17.16666592767312
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	3	5.660377358490567	0.013343575637507479	MEIS2, ETS1, JUN	51	59	16792	16.741774675972085	0.9986339063194097	0.6668958216375059	17.547883102030294
GOTERM_BP_DIRECT	GO:0060395~SMAD protein signal transduction	3	5.660377358490567	0.01466414607702179	FOS, JUN, GDF10	51	62	16792	15.931688804554078	0.9992922426090441	0.6452001009309143	19.118903708942682
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	6	11.320754716981133	0.01786831447463158	FOS, MEIS2, ETS1, JUN, MNT, TCF12	51	513	16792	3.850934525857127	0.9998570007582037	0.6693133086663579	22.815737957908368
GOTERM_BP_DIRECT	GO:0072711~cellular response to hydroxyurea	2	3.7735849056603774	0.020661649447876698	ATRX, FMR1	51	7	16792	94.07282913165267	0.9999646828235088	0.6798660191604025	25.909674404852424
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	5	9.433962264150944	0.02072613715803781	AEBP2, FOS, MEIS2, JUN, TCF12	51	355	16881	4.661971830985915	0.9539836689198262	0.40137893096797816	22.060012853304357
GOTERM_MF_DIRECT	GO:0002162~dystroglycan binding	2	3.7735849056603774	0.026349707256002605	DMD, MAP2	51	9	16881	73.55555555555554	0.9802648324261202	0.42922758732411026	27.22257425758433
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	5	9.433962264150944	0.029944146622658152	ETS1, JUN, MNT, NRK, PMP22	51	396	16792	4.157258863141216	0.9999996709971802	0.7752395142496749	35.382045164840015
GOTERM_CC_DIRECT	GO:0043005~neuron projection	4	7.547169811320755	0.03009000198203965	FOS, ANK2, FMR1, MAP2	53	237	18224	5.80335960512698	0.9838287392607397	0.8728337279808034	30.10546155484166
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	3	5.660377358490567	0.03068162249030756	FOS, JUN, GDF10	51	92	16792	10.736572890025576	0.9999997735223618	0.7511650417162641	36.08408832094141
GOTERM_MF_DIRECT	GO:0005515~protein binding	34	64.15094339622641	0.03222237675428272	DCBLD2, ZBTB10, HMGCR, TPD52, APLP2, ATP2B2, FOS, TOP1, MEIS2, ANK2, NDRG4, PDE4A, DMD, PPP2CA, HOXA9, SSX2IP, FBN2, BAZ2B, FMR1, ARRDC3, GRM1, NME7, SEPT11, ATRX, YWHAG, HIPK1, ETS1, JUN, MAP2, YWHAQ, KPNA4, PMP22, TCF12, PHF6	51	8785	16881	1.2810472396129766	0.991890208205791	0.45219472100968316	32.2778731150744
GOTERM_BP_DIRECT	GO:0030182~neuron differentiation	3	5.660377358490567	0.032543207872709964	ATP2B2, HIPK1, DDIT4	51	95	16792	10.397523219814241	0.9999999118738528	0.7417192342770595	37.82479314815773
GOTERM_MF_DIRECT	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	4	7.547169811320755	0.03267524984814689	FOS, MEIS2, JUN, TCF12	51	236	16881	5.610169491525423	0.9924294387283348	0.41877061278397676	32.65402915725897
GOTERM_MF_DIRECT	GO:0035497~cAMP response element binding	2	3.7735849056603774	0.037841131388083885	JUN, TCF12	51	13	16881	50.92307692307692	0.9965542978770399	0.43281103467583015	36.81147471245654
GOTERM_CC_DIRECT	GO:0016020~membrane	12	22.641509433962266	0.043468713389305955	GALNT3, MGAT4A, FOS, YWHAG, GALNT7, PDE4A, PPP2CA, FMR1, SLC25A3, YWHAQ, DNAJC5, APLP2	53	2200	18224	1.875540308747856	0.9975203564454567	0.8646484961798919	40.608699905443636
GOTERM_MF_DIRECT	GO:0004115~3',5'-cyclic-AMP phosphodiesterase activity	2	3.7735849056603774	0.04353689433658532	PDE4A, PDE3A	51	15	16881	44.13333333333333	0.9985604436050542	0.44835821763743033	41.12193614140828
GOTERM_BP_DIRECT	GO:0006198~cAMP catabolic process	2	3.7735849056603774	0.04376295295342567	PDE4A, PDE3A	51	15	16792	43.90065359477124	0.999999999713125	0.815508503772392	47.41633098493042
GOTERM_MF_DIRECT	GO:0044325~ion channel binding	3	5.660377358490567	0.044175313800430736	ANK2, FMR1, YWHAQ	51	113	16881	8.787610619469026	0.9986950264562764	0.42504550241553474	41.587904016331656
GOTERM_BP_DIRECT	GO:0060216~definitive hemopoiesis	2	3.7735849056603774	0.0466127981171933	HIPK1, HOXA9	51	16	16792	41.15686274509804	0.9999999999337426	0.8125241386822539	49.62302814269422
GOTERM_MF_DIRECT	GO:0071837~HMG box domain binding	2	3.7735849056603774	0.05201863401917696	JUN, TCF12	51	18	16881	36.77777777777777	0.9996113392332108	0.4534130168413948	47.04345562573313
GOTERM_CC_DIRECT	GO:0043034~costamere	2	3.7735849056603774	0.05286968411775451	ANK2, DMD	53	19	18224	36.19463753723932	0.9993463961492585	0.8401072947226265	47.10255797895048
GOTERM_BP_DIRECT	GO:0045638~negative regulation of myeloid cell differentiation	2	3.7735849056603774	0.055112485186169485	MEIS2, HOXA9	51	19	16792	34.65841073271414	0.9999999999991841	0.8436460163318498	55.70355146835889
GOTERM_BP_DIRECT	GO:0010881~regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	2	3.7735849056603774	0.055112485186169485	ANK2, DMD	51	19	16792	34.65841073271414	0.9999999999991841	0.8436460163318498	55.70355146835889
GOTERM_MF_DIRECT	GO:0004653~polypeptide N-acetylgalactosaminyltransferase activity	2	3.7735849056603774	0.057632130886016535	GALNT3, GALNT7	51	20	16881	33.1	0.9998376661477859	0.46381466037470254	50.65696866785898
GOTERM_BP_DIRECT	GO:1902895~positive regulation of pri-miRNA transcription from RNA polymerase II promoter	2	3.7735849056603774	0.057929177234414785	FOS, JUN	51	20	16792	32.92549019607843	0.9999999999998116	0.8397902133879336	57.562906241581125
GOTERM_MF_DIRECT	GO:0070412~R-SMAD binding	2	3.7735849056603774	0.06042665039634426	FOS, JUN	51	21	16881	31.523809523809522	0.9998950913254792	0.4570988520070711	52.37033211372617
GOTERM_BP_DIRECT	GO:0042493~response to drug	4	7.547169811320755	0.06177554585340486	TOP1, FOS, JUN, PDE3A	51	304	16792	4.332301341589267	0.9999999999999747	0.8414545688879388	59.98486769148721
GOTERM_BP_DIRECT	GO:0033137~negative regulation of peptidyl-serine phosphorylation	2	3.7735849056603774	0.06632997312376306	DMD, DDIT4	51	23	16792	28.6308610400682	0.9999999999999977	0.8462048445655773	62.686229161990006
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	5	9.433962264150944	0.0667526097034628	FOS, MEIS2, ETS1, JUN, HOXA9	51	518	16881	3.194980694980695	0.9999611378100262	0.46991507398467913	56.04944838003878
GOTERM_MF_DIRECT	GO:0071889~14-3-3 protein binding	2	3.7735849056603774	0.06876157130067312	YWHAQ, DDIT4	51	24	16881	27.583333333333332	0.9999716892915302	0.4599080671343271	57.16218968953275
GOTERM_MF_DIRECT	GO:0030552~cAMP binding	2	3.7735849056603774	0.06876157130067312	PDE4A, PDE3A	51	24	16881	27.583333333333332	0.9999716892915302	0.4599080671343271	57.16218968953275
GOTERM_BP_DIRECT	GO:0051090~regulation of sequence-specific DNA binding transcription factor activity	2	3.7735849056603774	0.07188967153194194	FOS, JUN	51	25	16792	26.340392156862745	0.9999999999999999	0.854552720987138	65.7537847635378
GOTERM_BP_DIRECT	GO:0006306~DNA methylation	2	3.7735849056603774	0.07188967153194194	ATRX, FOS	51	25	16792	26.340392156862745	0.9999999999999999	0.854552720987138	65.7537847635378
GOTERM_BP_DIRECT	GO:0051928~positive regulation of calcium ion transport	2	3.7735849056603774	0.0746573411466959	ATP2B2, ANK2	51	26	16792	25.32730015082956	1.0	0.8511569934669715	67.19178261991416
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	9	16.9811320754717	0.07485780631017716	ATRX, MEIS2, HIPK1, ZBTB10, DMD, PPP2CA, HOXA9, BAZ2B, PHF6	51	1504	16792	1.9702753441802254	1.0	0.8378480105137489	67.2937249961479
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	4	7.547169811320755	0.0756796753046203	ANK2, JUN, HOXA9, PHF6	51	333	16881	3.975975975975976	0.9999905396347276	0.4741234894526525	60.799577920160395
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	11	20.754716981132077	0.07894319854868581	ATRX, ATP2B2, AEBP2, MGAT4A, NPTX1, GALNT7, ZBTB10, PDE4A, PPP2CA, PDE3A, NME7	51	2069	16881	1.7597873368777188	0.999994375254924	0.4707149546996283	62.41527136693081
GOTERM_BP_DIRECT	GO:0001654~eye development	2	3.7735849056603774	0.0856473634674944	MEIS2, HIPK1	51	30	16792	21.95032679738562	1.0	0.8644408095661194	72.3654935844905
GOTERM_BP_DIRECT	GO:1900740~positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	2	3.7735849056603774	0.0856473634674944	YWHAG, YWHAQ	51	30	16792	21.95032679738562	1.0	0.8644408095661194	72.3654935844905
GOTERM_BP_DIRECT	GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2	3.7735849056603774	0.0883748203302207	HIPK1, DDIT4	51	31	16792	21.24225173940544	1.0	0.8612715223387856	73.52620519444972
GOTERM_BP_DIRECT	GO:0048167~regulation of synaptic plasticity	2	3.7735849056603774	0.0910943035911691	ATP2B2, YWHAG	51	32	16792	20.57843137254902	1.0	0.8583018106200675	74.63822932056325
GOTERM_BP_DIRECT	GO:0061024~membrane organization	2	3.7735849056603774	0.0910943035911691	YWHAG, YWHAQ	51	32	16792	20.57843137254902	1.0	0.8583018106200675	74.63822932056325
GOTERM_BP_DIRECT	GO:0002027~regulation of heart rate	2	3.7735849056603774	0.09380583609528145	ANK2, DMD	51	33	16792	19.954842543077834	1.0	0.8555140678865217	75.70360549517987
GOTERM_CC_DIRECT	GO:0045202~synapse	3	5.660377358490567	0.09426922825793371	ATP2B2, DMD, FMR1	53	181	18224	5.69915563431669	0.9999984336760261	0.930979783213204	68.67649845343836
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	3	5.660377358490567	0.09473481019480633	GALNT3, MGAT4A, GALNT7	51	174	16792	5.676808654496281	1.0	0.8473390363223049	76.05892256930673
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	13	24.528301886792452	0.09478862375844588	GALNT3, MGAT4A, GALNT7, APLP2, SEPT11, ATP2B2, YWHAG, H2AFV, PPP2CA, YWHAQ, SLC25A3, DNAJC5, KPNA4	53	2811	18224	1.5901948544464806	0.9999985503924339	0.8936163040155856	68.88644048737805
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	3	5.660377358490567	0.09565382888529321	NDRG4, HMGCR, JUN	51	175	16792	5.64436974789916	1.0	0.8393286253746574	76.40566974309735
