IDENTIFIER	GSM1052615	GSM1052616	GSM1052617	GSM1052618	GSM1052619	GSM1052620
LAPTM4A	12.9004	12.8833	12.8672	13.098	13.1549	13.0416
LAPTM4B	12.3999	12.4017	12.476	12.4267	12.3675	12.2483
LAPTM5	7.89411	7.71987	7.82429	6.79191	6.74802	6.94244
LARGE	8.24659	8.1042	8.14795	8.90085	8.98228	8.88498
LARP1	11.9419	11.934	11.9511	11.761	11.7038	11.688
LARP1B	7.46844	7.40493	7.56041	7.67798	7.6687	7.50084
LARP4	11.9515	11.9053	12.0588	11.4675	11.433	11.3652
LARP4B	10.2115	10.0976	10.2889	9.80974	9.68795	9.65517
LARP6	9.51801	9.39511	9.5507	10.2805	10.2903	10.2661
LARP7	8.64618	8.58156	8.71846	8.70491	8.73288	8.79416
LARS	11.2614	11.1275	11.3173	11.2485	11.2402	11.1358
LARS2	9.7066	9.58643	9.76672	9.49129	9.36762	9.48302
LAS1L	10.8031	10.7615	10.7752	10.2263	10.1817	10.1803
LASP1	11.9567	11.8654	11.8135	11.8012	11.691	11.7574
LASP1	6.92831	7.19452	7.17953	7.05497	7.10158	6.93488
LAT	7.18961	7.34712	7.26936	7.28796	7.18559	7.30878
LAT2	7.10045	7.19585	7.25645	6.98883	6.82365	6.98642
LATS1	9.97267	9.87335	10.0109	9.87282	9.89034	9.75364
LATS2	9.73704	9.77794	9.74724	9.70179	9.70472	9.57299
LAX1	6.10701	6.09896	6.15323	6.15323	6.24193	6.31162
LAYN	5.36122	5.41843	5.05964	5.20987	5.22126	5.2517
LAYN	7.43466	7.56601	7.28736	7.21315	7.12531	7.21757
LBH	7.06731	7.10476	6.93157	7.27532	7.24106	7.15531
LBP	6.86596	7.03063	6.93125	6.95479	6.96201	7.07572
LBR	5.92025	6.09936	6.0337	5.77539	5.84237	6.18279
LBR	10.8659	10.6383	10.8447	10.2977	10.182	9.94636
LBX1	8.05815	8.23329	8.08006	8.11324	7.80234	8.15593
LBX2	8.09985	8.10532	7.87867	8.62587	8.4279	8.48907
LCA10	7.23055	7.42394	7.22582	7.18722	7.13171	7.2376
LCA5	7.21695	6.84788	7.13768	7.67389	7.83421	7.5348
LCA5L	6.24988	6.3439	6.15965	6.4162	6.40372	6.46586
LCE1A	8.77215	8.85333	8.85347	8.74499	8.46242	8.84056
LCE1B	6.36919	6.32829	6.35719	6.11825	5.93832	6.31903
LCE1C	7.33244	7.66861	7.49459	7.14343	6.9676	7.2998
LCE1D	9.74063	9.82742	9.61193	9.63387	9.58336	9.83802
LCE1E	8.3041	8.43869	8.19217	8.06197	8.08274	7.90468
LCE1F	8.22967	8.50965	8.2351	8.21184	7.955	8.27392
LCE2A	8.28107	8.63283	8.2696	8.25275	8.19532	8.29344
LCE2B	7.70918	7.64805	7.44779	7.47335	7.29857	7.39608
LCE2C	5.75169	6.07479	5.6371	5.56534	5.57786	5.68682
LCE2D	6.58612	7.06648	6.39147	6.39694	6.48848	6.46096
LCE3A	8.00899	8.21845	8.21461	8.0354	8.2699	8.23234
LCE3B	8.93982	9.09341	8.89072	8.89242	8.92042	8.77945
LCE3C	6.89782	7.16402	6.96674	6.67503	6.72815	7.0309
LCE3D	6.60847	6.96112	6.73172	6.60557	6.59157	6.59496
LCE3E	7.68537	7.8574	7.75816	7.74735	7.57144	7.7309
LCE4A	7.12613	7.30467	7.48707	7.18507	7.05022	7.20481
LCE5A	7.85984	7.98498	7.92705	7.65951	7.44427	7.65045
LCK	7.25298	7.56602	7.38945	7.28492	7.07454	7.31986
LCLAT1	10.7975	10.785	10.855	10.4216	10.4049	10.0381
LCMT1	10.4899	10.3388	10.415	10.499	10.4715	10.5482
LCMT2	10.6402	10.4109	10.521	10.1527	10.0166	10.0588
LCN1	7.23225	6.93943	6.95741	6.94391	6.42831	6.68021
LCN1	8.20664	8.31526	8.12667	7.8678	7.99339	8.04689
LCN10	7.3196	7.57764	7.33246	7.17109	7.23088	7.41414
LCN12	7.49268	7.62994	7.4985	7.50667	7.34676	7.44533
LCN15	6.88026	6.86571	6.97262	6.83411	6.81796	6.97265
LCN2	7.12025	7.36978	7.18908	7.01569	7.13201	7.24761
LCN6	7.16418	7.49816	7.37355	7.15321	7.11409	7.2762
LCN8	7.52	7.70253	7.59075	7.2681	7.42622	7.57004
LCN8	6.29099	6.62491	6.11531	6.68688	6.63691	6.02614
LCN9	5.67226	5.7432	5.64518	5.63692	5.45548	5.67405
LCNL1	7.91222	8.38615	8.00908	7.95436	7.77036	7.9231
LCOR	10.4602	10.3704	10.4811	10.3917	10.3743	10.2716
LCORL	11.8962	11.5593	11.7704	10.4866	10.2964	10.1046
LCORL	9.40656	9.1871	9.41222	9.38514	9.46849	9.23754
LCP1	6.37779	6.5197	6.48331	6.53625	6.60551	6.41986
LCP2	7.34026	7.19328	7.3231	7.03354	7.0034	6.88056
LCT	6.48331	6.83057	6.39917	6.4029	6.24437	6.42397
LCTL	11.2576	10.9988	11.1739	10.2002	9.9802	9.70839
LCTL	8.79527	8.78979	8.76692	10.9956	10.9059	11.0755
LDB1	11.9245	11.9627	11.945	12.5155	12.4824	12.4823
LDB2	6.98549	7.15101	6.89105	6.91982	6.94985	6.9092
LDB3	6.9845	7.25293	7.12264	7.34859	7.24469	7.5204
LDHA	13.4816	13.4913	13.4379	13.1072	13.0798	12.9621
LDHAL6A	5.40584	5.51854	5.45169	5.40349	5.49463	5.43185
LDHAL6B	6.14175	6.36589	6.15957	5.97769	6.10245	6.15874
LDHB	13.1423	13.205	13.3347	13.0286	13.1242	13.0484
LDHC	6.88234	6.66646	6.60051	7.0215	7.00976	6.86917
LDHD	7.39065	7.56628	7.42717	7.52778	7.48155	7.47815
LDLR	12.1095	12.1649	12.2574	9.04337	9.12478	9.20272
LDLRAD1	7.41781	7.37669	7.27799	7.0608	7.15704	7.29771
LDLRAD2	7.55688	7.687	7.36972	7.67952	7.25294	7.37682
LDLRAD2	8.91757	8.90884	8.88202	9.94865	9.87621	10.0098
LDLRAD3	10.4472	10.4662	10.5195	10.1386	10.2288	10.2142
LDLRAD4	7.05005	7.01694	6.89367	6.82274	6.63258	6.76082
LDLRAP1	9.88921	9.9971	10.0081	10.4438	10.5941	10.2558
LDOC1	10.2478	10.3618	10.3282	10.4613	10.3969	10.7973
LDOC1L	9.16887	9.05235	9.14294	9.27155	9.18409	9.31867
LEAP2	7.75991	7.5021	7.79818	7.45371	7.26193	7.29446
LECT1	5.94606	6.06677	6.01528	6.09485	5.95074	5.94955
LECT2	5.70086	5.85539	5.67936	5.77668	5.44877	5.7306
LEF1	11.0738	11.0518	11.1745	10.0151	9.95007	10.0889
LEFTY1	8.303	8.48272	8.35024	8.32924	8.30672	8.35501
LEFTY2	8.26802	8.48174	8.10572	8.12259	8.18318	8.0978
LEKR1	6.21281	6.15434	6.17451	6.61806	6.78544	6.42115
LELP1	7.34363	7.6132	7.37969	7.21015	7.23228	7.30524
LEMD1	6.30172	6.28252	6.52973	8.60796	8.73377	8.57231
LEMD2	9.34675	9.24833	9.32444	9.3469	9.18072	9.34662
LEMD3	9.04738	8.83568	9.1096	8.97912	8.91408	8.96265
LENEP	7.11041	7.40785	7.3086	7.11094	7.34694	7.26757
LENG1	7.53177	7.58081	7.60637	7.36715	7.46557	7.74458
LENG8	10.1481	10.2674	10.1749	10.5136	10.6472	10.6282
LENG8	8.5611	8.5427	8.33558	8.87074	8.8832	8.88887
LEO1	10.0239	9.41422	9.8418	9.43512	9.48918	9.6804
LEP	6.80561	6.9483	6.80992	6.59162	6.58735	6.66636
LEPRE1	9.25202	9.18371	9.2247	9.35201	9.27447	9.30411
LEPREL1	8.53886	8.47398	8.75216	8.54548	8.46952	8.44537
LEPREL4	8.75615	8.64603	8.62197	8.40596	8.45642	8.43394
LEPROT	8.85618	8.72878	8.81933	8.32967	8.22564	8.23819
LEPROTL1	10.1313	9.99082	9.98736	9.76874	9.60693	9.68118
LETM1	10.4873	10.4419	10.3963	10.0125	9.80825	9.88542
LETM2	8.42918	8.29044	8.60161	8.335	8.12488	8.27131
LETMD1	11.1974	11.1508	11.142	11.8581	11.931	11.8536
LFNG	8.17795	7.92194	8.09355	8.16297	8.1469	8.03106
LGALS1	13.5476	13.5157	13.3585	13.7276	13.657	13.7309
LGALS12	6.8634	7.0843	6.87104	6.85693	6.72623	6.86244
LGALS13	4.77106	4.95446	4.52358	5.00168	4.58061	4.77032
LGALS14	5.69331	5.84548	5.75799	5.84837	5.44177	5.49479
LGALS16	4.67037	4.59796	4.5866	4.491	4.53497	4.46474
LGALS17A	5.44779	5.63393	5.50257	5.61808	5.78388	5.75831
LGALS2	6.81612	6.94413	6.66833	6.5381	6.53654	6.66825
LGALS3	8.97525	8.92158	8.83595	10.0196	10.176	9.88941
LGALS3BP	11.4945	11.5371	11.4604	11.8039	11.7486	11.6829
LGALS4	7.68958	7.86336	7.76132	7.49753	7.43792	7.50954
LGALS7B	7.94886	8.09766	7.85191	8.0238	7.89232	8.09766
LGALS7B	7.80819	8.09149	7.76469	7.95563	7.84799	8.02797
LGALS8-AS1	7.34157	7.40443	7.2921	7.3757	7.3759	7.52142
LGALS9	5.72139	5.40371	5.29174	5.0255	5.6495	5.59704
LGALS9C	6.91684	7.20715	6.9711	6.86509	6.88908	7.04093
LGALS9C	6.80687	7.11526	6.84337	6.74443	6.75575	6.86244
LGALSL	10.4086	10.2832	10.602	10.0781	10.153	10.1523
LGI1	4.8732	5.10079	4.83436	5.08272	5.05427	4.9006
LGI2	5.82219	6.23438	6.06527	5.8032	5.64854	5.67653
LGI3	7.53739	7.54373	7.50512	7.63277	7.65254	7.62466
LGI4	6.9765	7.12105	6.96601	7.01622	7.03043	7.25493
LGMN	10.3134	10.2672	10.3212	10.3981	10.12	10.6221
LGR4	8.91886	8.66698	8.88321	10.788	10.8724	10.5801
LGR5	6.47584	6.46979	6.32308	9.02826	8.64857	8.59744
LGR6	6.76777	6.74555	6.89791	7.07599	7.09119	7.03613
LGSN	4.63467	4.59871	4.4951	4.79751	4.26145	4.43049
LHB	8.78357	9.05013	8.62172	8.81046	8.74974	9.01432
LHCGR	5.72858	5.86365	5.61989	5.87357	5.85331	5.95846
LHFP	10.4056	10.5198	10.7386	10.2972	9.94243	10.2147
LHFPL1	5.5174	5.59491	5.467	5.33741	5.31858	5.52135
LHFPL2	10.3748	10.328	10.4152	10.4958	10.4731	10.4004
LHFPL3	6.47745	6.61227	6.49689	6.26901	6.39884	6.57487
LHFPL4	8.06417	8.10326	7.88812	7.87946	8.02315	7.80156
LHFPL5	7.12139	7.10011	6.96317	7.10647	7.04288	7.26797
LHPP	8.44815	8.4671	8.32393	9.33857	9.09957	9.42053
LHX1	9.0346	9.04875	9.165	9.13909	8.99735	9.18564
LHX2	6.83546	7.09568	6.81767	7.03432	6.86317	6.93672
LHX3	8.08258	7.93207	7.88432	7.89797	7.76104	8.03778
LHX4	8.01757	7.87332	7.77176	7.32599	7.28144	7.20079
LHX5	7.29575	7.49332	7.14316	7.24812	7.0973	7.24946
LHX6	7.91555	7.99311	7.81045	7.85273	7.73665	7.87862
LHX8	7.59366	7.32291	7.55971	7.70356	7.71636	7.88388
LHX9	7.64546	7.44423	7.65917	8.68517	8.36139	8.73376
LIAS	9.12151	9.195	9.4654	9.01928	8.9919	8.97825
LIF	6.97311	7.31967	7.07292	6.70224	6.46375	6.81465
LIF	8.06281	7.73686	7.72813	6.5146	6.24354	6.54612
LIFR	9.2978	8.89518	9.22647	9.09387	8.98524	8.9411
LIG1	9.21716	9.27256	9.21797	8.49895	8.36733	8.58593
LIG3	10.6165	10.5308	10.6877	10.1424	9.99871	9.95976
LIG4	9.63688	9.46259	9.64184	9.99412	10.0353	9.84077
LILRA1	6.72103	6.815	6.72555	6.67882	6.47107	6.85363
LILRA2	5.82629	5.9079	5.83883	5.51303	5.23657	5.90218
LILRA3	6.82151	7.17688	6.95104	7.03336	6.89006	7.05747
LILRA4	6.17993	6.49425	6.31486	5.87914	6.10285	6.13788
LILRA5	6.53234	6.29253	6.40749	6.11489	6.12833	6.13869
LILRA6	6.80255	6.8979	6.76757	6.62257	6.59304	6.76667
LILRA6	6.33988	6.44473	6.1969	6.2863	6.16387	6.58345
LILRA6	6.72693	6.91529	6.63456	6.71542	6.68566	6.84461
LILRB1	7.07827	7.30121	6.99286	6.99927	6.94331	6.78407
LILRB2	6.69455	6.89463	6.59389	6.62057	6.43671	6.75526
LILRB5	7.21828	7.19538	7.1551	6.85366	7.00113	7.08418
LILRP2	7.24385	7.23558	7.23455	7.12742	7.15952	6.99353
LIM2	7.2507	7.41858	7.30492	7.18612	7.02066	7.34505
LIMA1	10.9125	10.8753	10.9654	11.0329	11.0974	11.0246
LIMCH1	9.50477	9.40679	9.54414	9.94624	9.96092	9.8879
LIMD1-AS1	9.28581	9.09766	9.21106	9.75495	9.7698	9.54281
LIMD1-AS1	7.8189	6.97281	7.41577	7.73782	7.91385	7.96573
LIMD1-AS1	5.10098	4.78366	4.77678	5.02215	5.16427	5.07541
LIMD1-AS1	7.3928	6.88857	7.1688	7.30143	7.52136	7.358
LIMD1-AS1	7.71792	6.75396	7.2134	6.23861	6.64752	6.87156
LIMD2	9.40525	9.27392	9.30784	9.49969	9.40243	9.48085
LIMD2	9.39389	9.42097	9.41613	9.73075	9.54562	9.86486
LIME1	8.4963	8.72812	8.45478	8.3055	8.14842	8.35674
LIMK1	10.5924	10.4475	10.5196	10.6277	10.4765	10.7663
LIMK2	8.69755	8.60694	8.67931	9.16151	9.05092	9.0277
LIMS1	10.149	10.2212	10.23	9.68903	9.69697	9.79689
LIMS2	7.88436	8.16791	7.82795	8.08929	8.03464	7.93601
LIMS3L	10.2763	10.1529	10.2301	9.93023	9.88918	9.95597
LIMS3L	10.2763	10.1529	10.2301	9.93023	9.88918	9.95597
LIN28A	6.52086	6.80819	6.85674	6.39734	6.2016	6.55294
LIN28A	6.27493	6.17305	6.34209	6.09839	5.84865	6.11772
LIN28B	7.57098	7.1053	7.42717	6.84518	6.67861	6.5164
LIN37	10.5484	10.6343	10.5341	10.5943	10.488	10.7589
LIN52	9.40275	9.23484	9.37541	8.9702	8.99387	9.04056
LIN54	9.32105	9.10456	9.29997	8.99075	8.8501	8.86698
LIN7A	6.36891	6.20696	6.41086	6.72619	6.70135	6.79259
LIN7B	8.04873	8.04718	7.97202	7.99832	8.05761	8.18222
LIN7B	8.21068	8.32854	8.29543	8.60305	8.44555	8.67251
LIN7C	10.8301	10.7161	10.8428	10.917	11.03	11.0624
LIN9	9.37267	9.04886	9.2149	8.14373	8.06775	7.82438
LINC00028	6.98977	7.04421	7.01947	7.4769	7.3944	7.45685
LINC00029	6.77564	6.80255	6.58391	6.47875	6.44029	6.53558
LINC00052	6.87839	6.92836	6.98931	7.08227	6.95122	6.71537
LINC00083	7.54797	7.8803	7.60335	7.53153	7.56999	7.65617
LINC00086	7.72154	7.6729	7.60816	7.42487	7.46546	7.66103
LINC00087	7.15434	7.01076	6.75836	6.98322	6.81424	6.98311
LINC00094	7.96425	8.16075	8.08727	8.44066	8.14839	8.18715
LINC00114	5.5253	5.78053	5.70313	5.38892	5.38537	5.58652
LINC00116	6.50706	6.64926	6.22547	6.63727	6.28504	6.97054
LINC00158	4.59814	4.73691	4.61764	4.76975	4.83388	4.62465
LINC00161	4.42408	4.68432	4.55017	4.66331	4.45483	4.84692
LINC00167	6.73461	6.86395	6.89811	6.70808	6.46365	6.60351
LINC00173	6.91565	7.12576	6.85984	7.14881	7.08354	7.1012
LINC00174	7.32809	7.44815	7.62826	8.66622	8.77968	8.34464
LINC00176	7.62648	7.90215	7.4923	7.34319	7.39039	7.55605
LINC00189	7.85632	7.69877	8.13071	7.48368	7.30324	6.8215
LINC00200	6.06367	6.28479	6.29872	6.02426	6.18046	6.45052
LINC00205	7.61808	7.75585	7.48653	7.3961	7.2426	7.48436
LINC00207	6.07747	6.46435	6.18884	6.00215	5.98855	5.9227
LINC00208	5.78997	5.89389	5.84863	5.68651	5.80455	5.7766
LINC00216	4.96541	5.03044	5.06655	5.00246	5.10177	4.95658
LINC00221	10.4848	10.3955	10.4314	10.1596	10.0061	10.1572
LINC00238	4.26394	4.18575	3.85211	4.09109	4.15438	4.03866
LINC00242	5.37981	5.46939	5.4049	5.28465	5.44598	5.48874
LINC00260	6.46402	6.46346	6.55634	7.21702	7.50946	7.39855
LINC00266-1	9.07545	9.06883	9.16951	9.65975	10.0578	9.85341
LINC00266-1	8.46919	8.54994	8.49956	8.80795	9.25467	8.96058
LINC00268	8.64923	8.73863	8.74532	8.78769	9.3614	9.01857
LINC00272	5.7011	5.63552	5.66557	5.61562	5.55942	5.4966
LINC00277	8.22129	8.14325	8.52124	7.10415	7.23487	6.98819
LINC00282	6.94089	6.97447	6.94954	6.87479	6.87896	6.77839
LINC00299	5.45199	5.51594	5.21194	5.31318	5.32416	5.42906
LINC00301	3.66669	3.87436	3.79964	3.79273	3.78025	3.77838
LINC00302	6.21413	6.55167	6.25194	6.04572	6.12655	6.24733
LINC00303	6.45241	6.80889	6.47585	6.32946	6.62264	6.52736
LINC00304	7.47105	7.54062	7.57361	7.37467	7.39088	7.3274
LINC00305	5.63381	5.72016	5.56566	5.55425	5.63452	5.73712
LINC00308	5.52522	5.84598	5.8102	6.50903	6.65753	6.12489
LINC00310	7.18395	7.25408	7.33959	8.39577	8.5508	8.43621
LINC00311	6.85086	6.94495	6.87761	6.59061	6.83423	6.8508
LINC00312	7.22351	7.11327	7.09248	7.11531	7.30232	6.83769
LINC00313	7.16823	7.31874	6.99128	7.10701	7.13149	7.14074
LINC00314	4.07202	4.30511	4.11511	4.16769	4.3397	4.06484
LINC00314	4.15974	4.37555	4.94256	4.62918	4.48557	4.17748
LINC00314	4.0011	4.10184	3.93129	3.98703	4.09522	3.8686
LINC00315	7.44267	7.80463	7.64014	7.49711	7.67966	7.56247
LINC00319	6.56504	6.86409	6.67835	6.64285	6.57776	6.74575
LINC00324	6.38503	6.21401	6.4551	8.0723	7.67945	7.52509
LINC00326	6.65475	6.49987	6.69988	5.43633	5.42187	5.82074
LINC00328	9.69131	10.0987	10.0452	10.3407	10.9031	10.4687
LINC00328	9.4702	9.83319	9.88943	10.0883	10.7147	10.2858
LINC00334	6.83504	7.07387	6.73693	6.85302	6.64066	6.72558
LINC00336	7.30594	7.26719	7.25337	7.18783	6.84104	7.21215
LINC00337	7.94017	7.84201	7.77955	7.90259	7.86529	7.85226
LINC00339	8.81203	8.72429	8.68672	9.2712	9.06131	9.22632
LINC00341	8.94581	9.02328	8.96497	8.55002	8.49438	8.75679
LINC00346	7.41665	6.9764	6.92833	8.42321	8.49912	8.51485
LINC00461	5.26904	5.04717	5.28863	6.42249	6.79372	6.32496
LINC00467	8.79087	8.85278	8.99232	8.96266	9.06671	8.9917
LINC00469	5.82897	6.02133	5.8325	5.98604	5.89415	6.06287
LINC00470	6.90165	6.93032	7.19286	6.95877	7.425	7.05348
LINC00471	6.80219	6.80945	6.97947	6.75874	6.64748	6.61017
LINC00472	10.014	9.92189	10.205	9.73452	9.76152	9.38182
LINC00474	5.49004	5.63753	5.528	5.3185	5.34767	5.24149
LINC00476	7.87199	7.88974	7.84777	8.26415	8.24265	8.02615
LINC00477	7.03384	7.02022	6.83418	6.85856	6.64596	6.81538
LINC00479	6.97341	6.99916	6.88919	6.91782	6.83789	6.95769
LINC00482	8.18687	8.38401	8.13865	8.13442	8.09455	8.1315
LINC00483	6.40508	6.5217	6.45544	6.49954	6.51112	6.50376
LINC00487	6.20449	6.50458	6.16077	5.97467	6.40194	6.118
LINC00518	6.03871	5.88878	5.8757	8.56588	8.93241	9.04763
LINC00521	6.51649	6.50995	6.45825	6.42018	6.4046	6.37731
LINC00523	6.62533	6.75232	6.82016	6.81927	6.66353	6.8464
LINC00526	6.80929	6.9287	6.70453	7.04194	6.85199	7.04514
LINC00527	6.13283	6.69139	6.45428	6.15908	6.17755	6.29811
LINC00528	6.13899	6.21453	5.98524	5.89488	5.64963	6.14777
LINC00537	9.01479	9.0981	9.0428	9.66909	9.51227	9.95374
LINC00544	5.90635	6.22287	6.06411	5.99004	6.098	6.03251
LINC00574	7.4685	7.44134	7.38477	7.32465	7.32555	7.40078
LINC00575	5.43809	5.58324	5.39666	5.49974	5.2697	5.26405
LINC00597	5.26614	5.03558	5.37322	5.29843	5.6994	5.56452
LINC00598	5.78809	6.18731	5.77244	6.06276	5.96951	5.82487
LINC00602	7.51992	7.52977	7.61989	7.33183	7.26308	7.21689
LINC00610	6.94807	6.841	6.93266	7.1864	7.12246	6.88294
LINC00612	5.09282	5.37578	5.19967	5.16688	4.99157	5.09282
LINC00615	5.7615	5.99047	5.66652	5.90394	5.75009	5.63708
LINC00623	6.88151	6.93732	6.94624	7.0175	7.0244	6.88586
LINC00634	7.99727	7.95575	7.89506	7.69589	7.94621	7.91172
LINC00638	6.85857	7.10654	6.70977	6.6743	6.89045	6.61506
LINC00643	4.77522	4.95322	5.09695	4.89767	4.78579	4.94643
LINC00643	5.53571	5.64408	5.48202	5.22763	5.24436	5.29583
LINC00656	5.99323	6.19902	6.24367	6.1079	5.95821	6.07803
LINC00661	6.13825	6.42329	6.08297	6.19037	6.22268	6.2627
LINC00670	5.55477	5.53493	5.51679	5.45808	5.54184	5.4482
LINC00671	6.9746	7.26874	7.11401	7.21401	7.18993	6.83194
LINC00839	9.82693	9.84642	9.73226	9.72041	9.77049	9.69572
LINC00851	6.15068	6.18574	5.98501	6.29245	5.89902	6.19645
LINC00852	8.73224	8.78608	8.80507	8.52152	8.66336	8.67496
LINC00885	6.19415	6.0659	6.04892	5.91187	6.07379	6.0676
LINC00889	5.67588	5.94122	6.10314	5.80593	5.8521	5.85399
LINC00896	7.49723	7.39095	7.31116	7.42382	7.38416	7.2767
LINC00898	6.6007	6.89876	6.22987	6.86168	6.8202	6.76497
LINC00905	6.73894	6.99126	6.84673	6.55783	6.67823	6.58438
LINC00909	7.78172	7.49596	7.59057	7.92728	7.6991	7.5384
LINC00910	7.14915	7.01062	7.04844	8.60042	8.2951	8.33622
LINC00910	3.20409	3.12549	3.23842	3.19409	3.33235	3.2675
LINC00917	5.45655	5.74706	6.21137	6.25695	5.44683	5.34054
LINC00921	7.24649	7.48702	7.20388	7.31929	7.40263	7.28409
LINC00935	4.93751	4.83257	5.02318	4.92832	4.5321	4.7699
LINC00943	4.95172	5.16634	4.9645	4.89349	4.9632	4.99896
LINC00951	5.92478	6.0764	5.98823	5.71254	5.83284	5.83199
LINC00955	6.57737	6.73143	6.70314	6.8183	6.62424	6.64819
LINC00965	7.72253	7.95194	7.96726	8.06191	8.24174	8.03115
LINC00965	7.41549	7.74661	7.80675	7.90379	8.15722	8.06989
LINC00965	7.42553	7.87591	7.8489	7.90085	8.22891	8.07903
LINC00965	7.42553	7.87591	7.8489	7.90085	8.22891	8.07903
LINC00965	7.36653	7.82547	7.75779	7.87904	8.18889	8.05953
LINC00965	7.36653	7.82547	7.75779	7.87904	8.18889	8.05953
LINC00965	7.1117	7.61499	7.53852	7.63555	7.9605	7.65123
LINC00965	7.66379	7.92276	8.04323	8.02052	8.27523	7.74936
LINC00965	7.36653	7.82547	7.75779	7.87904	8.18889	8.05953
LINC00965	7.36653	7.82547	7.75779	7.87904	8.18889	8.05953
LINC00965	7.1117	7.61499	7.53852	7.63555	7.9605	7.65123
LINC00965	7.44086	7.77446	7.78319	7.79005	8.12875	8.01678
LINC00965	7.36606	7.74436	7.75972	7.86538	8.13591	8.00866
LINC00965	7.36606	7.74436	7.75972	7.86538	8.13591	8.00866
LINC00965	7.4387	7.73278	7.82084	7.85764	8.08036	8.01464
LINC00965	7.38505	7.85204	7.7985	7.88599	8.21193	8.04648
LINC00965	7.38505	7.85204	7.7985	7.88599	8.21193	8.04648
LINC00965	7.4387	7.73278	7.82084	7.85764	8.08036	8.01464
LINC00965	7.44086	7.77446	7.78319	7.79005	8.12875	8.01678
LINC00965	7.31246	7.78809	7.72765	7.82031	8.14625	7.97562
LINC00965	7.37198	7.80936	7.76324	7.86441	8.17278	8.04887
LINC00965	7.37198	7.80936	7.76324	7.86441	8.17278	8.04887
LINC00965	7.37198	7.80936	7.76324	7.86441	8.17278	8.04887
LINC00965	7.37198	7.80936	7.76324	7.86441	8.17278	8.04887
LINC00965	7.37198	7.80936	7.76324	7.86441	8.17278	8.04887
LINC00965	7.36798	7.9089	7.79004	7.98216	8.26191	8.09988
LINC00969	6.93644	6.91892	7.11741	7.7124	8.1484	7.51717
LINC00982	7.7813	8.12552	7.85658	7.7875	8.10518	7.99318
LINC00982	8.00048	8.25248	7.93571	7.78392	7.82421	8.064
LINC00994	5.61755	5.73674	5.45433	5.41473	5.64946	5.54135
LINC00998	8.31018	8.06823	8.17739	8.49472	8.62715	8.68923
LINC00999	7.73686	7.91534	7.89439	7.90594	7.88376	7.88293
LINC01000	8.57305	8.78141	8.63503	8.85544	8.89617	8.87093
LINC01001	9.34451	9.5936	9.43909	9.68366	9.58962	9.51685
LINC01001	9.77011	9.94541	9.84169	10.1791	10.2923	10.0777
LINC01001	9.57114	9.81318	9.56704	9.49436	9.54767	9.56045
LINC01011	7.69721	7.74727	7.6418	8.0127	7.91364	7.9791
LINC01089	8.44265	8.35968	8.45709	9.25833	9.20001	9.34654
LINC01101	6.01278	6.25519	6.23988	5.66803	5.73987	5.42183
LINC01105	5.9983	6.09314	5.97771	5.81015	5.74933	5.76177
LINC01116	8.53347	8.34667	8.46446	8.70479	8.78561	8.84092
LINC01121	4.4605	4.64674	4.33876	4.48629	4.02048	4.58622
LINC01123	8.90962	8.96105	8.99195	8.77485	8.83794	8.72423
LINC01123	6.18809	6.41772	6.23187	6.23193	6.28654	6.1463
LINC01123	10.2946	10.24	10.373	10.1002	10.2085	10.1373
LINC01124	6.55997	6.80017	6.61063	6.60185	6.45523	6.78887
LINC01126	7.20229	7.24514	7.23614	7.37277	7.26103	7.36215
LINC01128	8.75126	8.6165	8.81149	8.32067	8.41445	8.45208
LINC01140	7.00458	7.13241	7.07242	7.37016	7.29821	7.42348
LINC01140	6.18509	6.24571	6.4699	6.48785	6.7184	6.45738
LINC01140	6.30556	6.30937	6.35242	6.30909	6.36267	6.4707
LINC01152	4.15324	3.9863	4.2546	5.41225	5.23407	4.88768
LINC01164	7.27132	7.48217	7.31196	6.89563	7.20271	7.41784
LINC01165	6.65503	7.02628	6.47554	6.36037	6.98692	6.70107
LINC01260	5.82051	6.10418	6.02646	6.36621	6.68374	6.54949
LINC01270	8.0084	8.11969	8.12887	8.75398	8.62915	8.71407
LINC01296	8.52243	8.53245	8.7308	8.67534	8.65096	8.61646
LINC01341	6.32922	6.21912	6.29347	6.57046	6.65517	6.60332
LINC01356	6.63272	7.24991	6.87797	6.63339	6.42004	6.63779
LINC01366	6.77474	6.92164	6.83393	7.13792	7.37153	6.84431
LINC01405	7.42713	7.54807	7.35583	7.30936	7.25387	7.28222
LINC01446	8.88898	8.82593	8.89773	8.85715	9.0878	8.77139
LINC01465	7.42968	7.35714	7.38255	7.34522	7.36621	7.29046
LINC01512	6.62422	6.62834	6.55194	6.50309	6.44497	6.60824
LINC01521	7.69875	7.55829	7.60708	8.37274	8.2572	7.94358
LINC01535	7.93464	7.82243	8.11932	8.09803	8.16284	8.46215
LINGO1	7.10556	7.09109	7.144	6.76966	6.72275	6.99761
LINGO2	7.17621	7.40985	7.40693	8.92601	9.37255	8.97894
LINGO3	7.6619	8.21555	7.58097	7.71435	7.69519	7.72186
LINGO4	7.68332	7.98954	7.77923	7.58174	7.74142	7.60335
LINS	8.40125	8.11718	8.38585	8.14855	8.33005	7.81823
LIPA	10.0562	9.89396	10.0998	10.3761	10.3029	10.2724
LIPC	5.79709	5.76872	5.60292	6.45509	6.50737	6.166
