id	GSM1052615	GSM1052616	GSM1052617	GSM1052618	GSM1052619	GSM1052620
CDCA5	9.95674333333333	9.92697	9.81218166666667	7.76834666666667	7.71969222222222	7.64004833333333
ANK3	8.6440675	8.67022333333333	8.8063725	11.0856	11.008975	11.1982
SOX2	9.71321333333333	9.64090166666667	9.636095	11.7411666666667	11.7916166666667	11.9148333333333
ITGB3	11.6672	11.8171611111111	11.9350666666667	8.65401333333333	8.8204975	8.47155
ARHGEF37	7.531155	7.41707666666667	7.40289	9.48330583333333	9.62997166666667	9.599725
SLC16A4	9.316905	9.173575	9.37568166666667	11.4298666666667	11.5028	11.5303833333333
ID2	8.41147416666667	8.480965	8.6642	11.1752	11.4491564583333	11.2972291666667
HIST1H1B	11.0252166666667	10.9372166666667	10.9679833333333	8.75764666666667	8.71124333333333	8.9182025
TRPM3	7.54395666666667	7.24273	7.43381666666667	10.2268333333333	10.5023166666667	10.31539625
SNAI2	8.77272666666667	8.72151916666667	8.91642277777778	11.3844671428571	11.3886333333333	11.6424833333333
CDC45	10.43975	10.2972691666667	10.25205	7.93548	7.72172166666667	7.68715833333333
TCP11L2	7.792168	7.79416166666667	7.90473166666667	10.5158333333333	10.58825	10.2736666666667
PRUNE2	5.94586083333333	5.91112916666667	5.7813725	9.92376666666667	10.55391	10.0217091666667
SH2D1B	8.7099175	8.69735166666667	8.70354333333333	6.59713166666667	6.796425	6.6517
SCG5	6.529355	6.38299333333333	6.38338666666667	8.749645	8.57206166666667	8.78421583333333
BMF	7.19345833333333	7.5392575	7.44125	9.97288666666667	9.946565	9.99545
AMIGO2	10.3174166666667	10.3289941666667	10.2684833333333	7.71760666666667	7.68133027777778	7.36313291666667
FOLR1	7.17636333333333	7.21201333333333	7.15147555555556	9.64786833333333	9.35589833333333	9.57127083333333
EXO1	10.629	10.4371833333333	10.5927333333333	8.11693666666667	7.92091833333333	7.80974166666667
LRP1B	6.29313666666667	6.29115666666667	6.23459833333333	8.94366083333333	9.19478166666667	8.808385
SH3TC2	9.64786833333333	9.73231333333333	9.70385166666667	7.28945166666667	7.57051416666667	7.41818666666667
RASGRP1	6.20573833333333	6.26632	6.43550833333333	8.39300166666667	8.46558333333333	8.39153
AHNAK2	8.01152166666667	7.923115	7.974685	10.2032666666667	10.3737833333333	10.092525
CLSPN	9.51598027777778	9.296215	9.57041	6.83457833333333	6.77964416666667	6.54344833333333
POLE2	9.93683333333333	9.74395666666667	9.97915833333333	7.71737833333333	7.671075	7.53061833333333
IFITM10	8.39992166666667	8.3696575	8.22924166666667	10.4081375	10.5556488888889	10.6683666666667
MIR221	9.71053	9.98402333333333	9.731395	7.16171166666667	7.40901833333333	7.33546666666667
SCUBE3	7.63178333333333	7.81383	7.88283583333333	10.1830833333333	10.2825833333333	10.4952833333333
FAXDC2	8.67022333333333	8.88395916666667	8.89957333333333	10.8152833333333	10.8866166666667	10.9554166666667
SLC38A3	7.83898166666667	7.54385	7.54749666666667	10.1198	9.94676666666667	10.0877833333333
CYB5R2	9.66929083333333	9.722595	9.811025	7.23148833333333	7.11885333333333	7.49170583333333
FAM198B	7.721425	7.61306	7.59666333333333	10.60135	10.7161966666667	10.2412833333333
COL21A1	6.054005	6.258165	6.343285	8.50757333333333	8.38001666666667	8.34415333333333
TCN1	7.63832166666667	7.45045666666667	7.55294666666667	10.6442666666667	10.8705	11.24085
ADAMTS15	7.69235666666667	7.421415	7.46915583333333	9.88416833333333	9.79623333333333	10.0735454166667
FHDC1	7.70668166666667	7.59142833333333	7.62855	9.73453833333333	9.48114027777778	9.72044833333333
GAS6-AS1	7.61838583333333	7.43453583333333	7.33395833333333	9.51332	9.52149666666667	9.67968166666667
RAD51	10.16985	10.00919	10.3623666666667	7.96300666666667	7.75205833333333	7.79566083333333
MEF2C	9.659115	9.96583333333333	9.783985	11.8472	11.8917333333333	12.02035
CNTN1	6.27143166666667	6.10409833333333	6.46021583333333	8.43921166666667	8.4012825	8.38101833333333
DDIAS	9.75671	9.643625	9.90056833333333	7.346555	7.18304666666667	6.92959666666667
HPGD	6.43931	6.58253333333333	6.255335	8.41111666666667	8.44898333333333	8.46001166666667
ADHFE1	6.18835	6.07374666666667	6.45171833333333	8.68266833333333	8.87252166666667	8.63267
THBS3	8.1923875	7.91762333333333	8.23681	10.14635	10.2123666666667	10.2277166666667
SEMA6A	7.29793	7.26720833333333	7.45019	9.2525325	9.38510666666667	9.54225333333333
MRGPRX4	8.9959	9.15331229166667	9.249995	6.31146666666667	6.374845	5.89140333333333
IFI44L	6.28949	6.07386333333333	6.41935333333333	8.68971166666667	8.59024666666667	8.44641
LEMD1	6.31307666666667	6.21434	6.55458833333333	8.56258	8.72852166666667	8.5325175
LINC00518	6.05471833333333	5.81442166666667	5.88867	8.52127	8.92227833333333	9.03256833333333
SEPP1	4.84262	4.745225	4.45551333333333	7.53492	7.770025	7.33949666666667
PMAIP1	9.61262333333333	9.43549333333333	9.49992083333333	7.498785	7.28321666666667	7.11952
RARB	6.50549333333333	6.23500166666667	6.54454666666667	8.49723416666667	8.74194916666667	8.60757666666667
ANKFN1	6.56094055555556	6.43526666666667	6.79994333333333	8.742665	8.6650375	8.62566333333333
MIR17HG	8.8631075	9.119425	9.14418666666667	7.103585	7.0451075	6.903105
FYB	5.73602714285714	5.70893166666667	5.88545333333333	7.94765402777778	8.32875833333333	7.99179333333333
PDE5A	7.242435	6.81244333333333	7.04127833333333	9.82427833333333	9.97015	9.57980083333333
RAD51AP1	9.98318666666667	9.79513833333333	9.91732166666667	7.96405	7.99275666666667	7.69171583333333
LGR5	6.49419666666667	6.40306333333333	6.3480775	8.98433666666667	8.64565166666667	8.56053
BLM	10.2223705555556	9.99441666666667	10.2143833333333	8.01485666666667	7.81038666666667	7.60896
ANGPTL7	6.39511166666667	6.55426166666667	5.94804166666667	9.427465	9.29960666666667	9.61688166666667
XRCC2	10.8424558333333	10.9280166666667	11.0371333333333	8.70141	8.30592666666667	8.23248
GPR110	9.45698833333333	9.08179833333333	9.28148	5.94849666666667	5.48908166666667	6.16461666666667
BEST1	6.73220666666667	6.71750833333333	6.72792333333333	9.15295666666667	9.73453833333333	9.31937666666667
MGP	8.66072833333333	9.18658833333333	8.85920166666667	11.7139833333333	12.1602666666667	11.8792166666667
MYLK	8.03988333333333	7.65369166666667	7.92125666666667	10.1416	10.2369833333333	9.95122833333333
EVI2B	8.246405	8.21018416666667	8.16137666666667	5.80857	6.05695	5.519745
ZNF536	7.62156833333333	7.28530083333333	7.742195	10.3021333333333	10.8427333333333	10.6780083333333
SLC1A1	9.75446	9.70975333333333	9.73389333333333	7.888645	7.78415	7.47194
PCDH20	6.35983666666667	6.06150666666667	6.309155	8.94231916666667	9.0542975	8.545196
SLC14A1	9.22664333333333	9.13866833333333	9.22326666666667	7.18687666666667	6.672305	6.92923833333333
P2RX7	6.63375	6.265251875	6.17099666666667	8.80975833333333	9.20238	8.90288916666667
EDIL3	7.973415	7.46395333333333	7.93091166666667	10.2463633333333	10.1273647222222	10.1704333333333
RFTN2	7.04696583333333	6.66807166666667	7.01233416666667	9.453905	9.37968333333333	9.076945
TP53INP1	7.67066	7.42561333333333	7.96236416666667	9.93324833333333	10.0624066666667	9.920065
CDH10	5.89846833333333	5.77142333333333	5.72280333333333	8.15787166666667	7.85041166666667	7.66527388888889
NR5A2	7.309645	6.89287666666667	7.10764166666667	9.19797333333333	9.02128833333333	9.35419916666667
ANKRD1	9.4119	9.41338833333333	9.40022333333333	7.58936833333333	7.5397	7.08089
HSD17B3	8.2349425	7.84199166666667	8.17907666666667	10.1184833333333	10.2089833333333	10.5649666666667
LY96	5.62561	5.15193416666667	5.564255	7.79657277777778	8.41168833333333	8.10762666666667
CYP1B1	7.866545	7.28514888888889	7.79844833333333	10.8809	10.2523666666667	10.6968
SLC7A8	6.88831166666667	7.10798833333333	7.035125	8.94444	9.34371130952381	9.59490166666667
ESCO2	10.8211	10.80115	11.0977833333333	8.85644333333333	8.73521583333333	8.27912
PCDH7	7.69214666666667	7.69466833333333	7.61467666666667	9.59338166666667	10.0332375	9.46485333333333
ERCC6L	8.63210833333333	8.24155083333333	8.46821666666667	6.55880666666667	6.23884	6.02179583333333
FREM2	8.92773833333333	8.54996	8.94788833333333	10.689625	10.6810833333333	11.1068833333333
SERINC5	9.06616833333333	9.01992833333333	9.13547333333333	10.98295	11.5328208333333	10.9093666666667
LRRC7	6.93600333333333	6.69474472222222	6.24874523809524	9.630785	9.59638333333333	9.02277166666667
MIR222	8.48176166666667	8.81488166666667	9.18289666666667	6.68202055555555	6.9197	6.62591166666667
PPARGC1A	6.48495166666667	6.88006583333333	6.55672333333333	8.45599666666667	9.10716333333333	8.62894666666667
CRYAB	6.24540833333333	5.67891666666667	6.30383	7.94006166666667	8.38344666666667	8.89108583333333
