fromNode	toNode	weight	direction	fromAltName	toAltName
TBC1D10C	CORO1A	0.814710353847109	undirected	NA	NA
FAM129C	LINC00926	0.85821871297367	undirected	NA	NA
ARHGAP9	RASAL3	0.869901127242959	undirected	NA	NA
FCRLA	RP11-297B17.3	0.85272884334353	undirected	NA	NA
STAP1	KIAA0125	0.830006697840916	undirected	NA	NA
STAP1	RP11-297B17.3	0.825613690725743	undirected	NA	NA
STAP1	CD79A	0.800304250840234	undirected	NA	NA
RASGRP2	CD37	0.827606293260564	undirected	NA	NA
RASGRP2	LINC01215	0.802456994596784	undirected	NA	NA
RASGRP2	FCMR	0.864935621661358	undirected	NA	NA
RASGRP2	RP11-693J15.5	0.850960049836343	undirected	NA	NA
NCKAP1L	DOCK2	0.838904719272768	undirected	NA	NA
CD37	FCMR	0.837975966407703	undirected	NA	NA
CD37	CD79A	0.803574563894733	undirected	NA	NA
AC246787.3	AC246787.4	0.837342809549353	undirected	NA	NA
AC246787.3	MIR4538	0.824253879520854	undirected	NA	NA
KIAA0125	LINC01215	0.833676310407999	undirected	NA	NA
KIAA0125	RP11-297B17.3	0.878515607492459	undirected	NA	NA
KIAA0125	CD79A	0.804012520871508	undirected	NA	NA
SNORA73B	SCARNA5	0.942569673806552	undirected	NA	NA
SNORA73B	SNORD15B	0.953958007144284	undirected	NA	NA
SNORA73B	RNU4-2	0.94134238130829	undirected	NA	NA
LINC00926	RP11-693J15.5	0.809279308986672	undirected	NA	NA
SCARNA10	SCARNA5	0.817539711482946	undirected	NA	NA
LINC01215	RP11-297B17.3	0.837838990294613	undirected	NA	NA
LINC01215	RP11-693J15.5	0.817068035669105	undirected	NA	NA
TRAF3IP3	ZAP70	0.812496993115444	undirected	NA	NA
ZAP70	RASAL3	0.859151364962443	undirected	NA	NA
SEPT1	RASAL3	0.801241108261601	undirected	NA	NA
SEPT1	CORO1A	0.804522946455594	undirected	NA	NA
RCSD1	IKZF1	0.855224577835143	undirected	NA	NA
FCMR	RP11-693J15.5	0.862199358594217	undirected	NA	NA
FCMR	CD79A	0.850004559096935	undirected	NA	NA
FCMR	IL24	0.818638452305362	undirected	NA	NA
AC246787.4	MIR4538	0.838922979097636	undirected	NA	NA
AC007880.1	FCER2	0.811158816142553	undirected	NA	NA
FCER2	RP11-542M13.3	0.827025482006284	undirected	NA	NA
CD79B	CD79A	0.80446792924722	undirected	NA	NA
SCARNA5	SNORD15B	0.92822051300469	undirected	NA	NA
SCARNA5	RNU4-2	0.943226854302896	undirected	NA	NA
MIR4538	AC246787.1	0.847482358902346	undirected	NA	NA
RP11-693J15.5	CD79A	0.801569887350064	undirected	NA	NA
SNORD15B	RNU4-2	0.96588091675432	undirected	NA	NA
